# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
GO Cellular Component	GO:0098554	cytoplasmic side of endoplasmic reticulum membrane	11	1.224131e-3	1.000000e+0	1.855115e-1	1.461985e+1	2.052005e-1	3	7.489070e-4	1.094891e-2	3	1.269445e-3	1.000000e+0	7.053883e-1	1.310023e+1	2.290036e-1	3	10	6.976744e-3	3.000000e-1	rs3067768,rs6743071,rs73226260	PTPN1,SPPL3,THADA
GO Cellular Component	GO:0044427	chromosomal part	12	1.228378e-3	1.000000e+0	1.706422e-1	1.758812e+0	1.876266e+1	33	6.847687e-2	1.204380e-1	121	1.230141e-1	1.000000e+0	1.000000e+0	1.281322e+0	1.951110e+1	25	852	5.813953e-2	2.934272e-2	rs10773049,rs10849001,rs10974438,rs114322470,rs116401167,rs11759026,rs12420618,rs13268508,rs138066904,rs17772814,rs190789,rs202020783,rs2169387,rs2612072,rs2982521,rs3067768,rs3217854,rs348330,rs372411283,rs373676665,rs4238013,rs4338565,rs5763857,rs576674,rs62108438,rs6474549,rs6777684,rs681235,rs719727,rs76895963,rs7903146,rs8035987,rs945712382	BCL6,BEND3,CCND2,CEBPB,CENPU,CENPW,CITED2,HMGA1,HMGA2,HORMAD2,HSF1,KLF1,MYBL2,MYC,NCOR2,NUP133,PDS5B,PPARGC1A,RELA,RFX3,SIN3A,SMARCA2,TCF4,TCF7L2,TNKS
GO Cellular Component	GO:0031095	platelet dense tubular network membrane	13	1.281327e-3	1.000000e+0	1.643055e-1	1.438731e+1	2.085172e-1	3	7.610115e-4	1.094891e-2	17	1.693208e-2	1.000000e+0	1.000000e+0	9.703876e+0	2.061032e-1	2	9	4.651163e-3	2.222222e-1	rs11048457,rs1878332,rs3826482	ATP2A3,ITPR2
GO Cellular Component	GO:0016605	PML body	14	1.296349e-3	1.000000e+0	1.543581e-1	3.859016e+0	2.073067e+0	8	7.565938e-3	2.919708e-2	13	6.905929e-3	1.000000e+0	8.855526e-1	3.151259e+0	2.221335e+0	7	97	1.627907e-2	7.216495e-2	rs114322470,rs13257021,rs13268508,rs34584161,rs373676665,rs7903146,rs9430095,rs9808924	HSF1,IKBKE,PPARGC1A,RNF6,SENP2,TCF7L2,TP53INP1
GO Cellular Component	GO:0031094	platelet dense tubular network	15	1.693660e-3	1.000000e+0	1.882221e-1	1.304076e+1	2.300480e-1	3	8.395913e-4	1.094891e-2	28	2.509925e-2	1.000000e+0	1.000000e+0	7.939535e+0	2.519039e-1	2	11	4.651163e-3	1.818182e-1	rs11048457,rs1878332,rs3826482	ATP2A3,ITPR2
GO Cellular Component	GO:0098562	cytoplasmic side of membrane	16	2.248432e-3	1.000000e+0	2.342585e-1	2.656794e+0	4.516721e+0	12	1.648438e-2	4.379562e-2	8	4.659597e-3	1.000000e+0	9.709435e-1	2.514879e+0	4.373968e+0	11	191	2.558140e-2	5.759162e-2	rs2347252,rs3067768,rs4930044,rs6026557,rs6600208,rs6743071,rs68014479,rs73226260,rs73872717,rs79696944,rs8073626,rs8126001	CHMP4B,CYTH1,ESYT3,GNAS,PTPN1,RASA2,RGS11,RGS19,SPPL3,TH,THADA
GO Cellular Component	GO:0005643	nuclear pore	17	3.549187e-3	1.000000e+0	3.480291e-1	4.167532e+0	1.439701e+0	6	5.254383e-3	2.189781e-2	30	2.874282e-2	1.000000e+0	1.000000e+0	2.911163e+0	1.717527e+0	5	75	1.162791e-2	6.666667e-2	rs10849001,rs1604038,rs2169387,rs348330,rs4238013,rs9808924	EIF5A2,NUP133,PARP11,SENP2,TNKS
GO Cellular Component	GO:0071141	SMAD protein complex	18	4.127696e-3	1.000000e+0	3.822705e-1	9.488899e+0	3.161589e-1	3	1.153865e-3	1.094891e-2	160	1.882353e-1	1.000000e+0	1.000000e+0	4.851938e+0	2.061032e-1	1	9	2.325581e-3	1.111111e-1	rs138066904,rs2612072,rs4338565	HMGA2
GO Cellular Component	GO:0005635	nuclear envelope	19	4.234678e-3	1.000000e+0	3.715373e-1	1.930388e+0	1.036061e+1	20	3.781245e-2	7.299270e-2	11	6.134578e-3	1.000000e+0	9.296674e-1	1.894250e+0	1.003036e+1	19	438	4.418605e-2	4.337900e-2	rs10849001,rs11786992,rs12454712,rs12819124,rs1604038,rs1878332,rs2074314,rs2169387,rs28708888,rs3217854,rs34584161,rs348330,rs3818717,rs3826482,rs4238013,rs61044233,rs68014479,rs7252150,rs76895963,rs9808924	ATP2A3,BCL2,CCND2,CHMP4B,DPY19L4,EIF5A2,ERN1,INSR,KCNJ11,NUP133,P2RX1,PARP11,PHLPP1,RNF6,SENP1,SENP2,SREBF1,TNKS,TYRO3
GO Cellular Component	GO:0012507	ER to Golgi transport vesicle membrane	20	4.316814e-3	1.000000e+0	3.598064e-1	4.779996e+0	1.046026e+0	5	3.817613e-3	1.824818e-2	4	1.287210e-3	1.000000e+0	5.364448e-1	4.943484e+0	1.213719e+0	6	53	1.395349e-2	1.132075e-1	rs28516010,rs329122,rs3818717,rs5807991,rs7454108	HLA-DQA1,HLA-DQA2,SAR1B,SEC22B,SEC23A,SREBF1
GO Cellular Component	GO:1990234	transferase complex	21	4.417343e-3	1.000000e+0	3.506529e-1	1.685756e+0	1.720296e+1	29	6.278453e-2	1.058394e-1	144	1.621904e-1	1.000000e+0	1.000000e+0	1.255796e+0	1.751877e+1	22	765	5.116279e-2	2.875817e-2	rs1050828,rs10771371,rs10849001,rs111756123,rs13322435,rs147581833,rs1496653,rs17250977,rs2066827,rs2203452,rs28708888,rs3217854,rs329122,rs33966734,rs35859536,rs373676665,rs4238013,rs4898364,rs55911137,rs58584712,rs61044233,rs61373376,rs61506637,rs6813195,rs6884420,rs6885132,rs7252150,rs76549217,rs76895963	ANAPC1,CCND1,CCND2,CCND3,CCNL1,CDKN1B,DCUN1D4,ERN1,FAM58A,FBXW7,IKBKG,INSR,IRS1,JADE2,KLHL42,MED30,MGA,OTULIN,POLR2J2,PPARGC1A,SNRPD2,UBE2E1
GO Cellular Component	GO:0061695	transferase complex, transferring phosphorus-containing groups	22	4.814773e-3	1.000000e+0	3.648285e-1	2.228805e+0	6.281393e+0	14	2.292479e-2	5.109489e-2	55	4.838982e-2	1.000000e+0	1.000000e+0	1.772479e+0	6.205997e+0	11	271	2.558140e-2	4.059041e-2	rs1050828,rs10849001,rs111756123,rs13322435,rs2203452,rs3217854,rs33966734,rs373676665,rs4238013,rs4898364,rs55911137,rs61044233,rs7252150,rs76895963	CCND1,CCND2,CCND3,CCNL1,ERN1,FAM58A,IKBKG,INSR,IRS1,POLR2J2,PPARGC1A
GO Cellular Component	GO:0005667	transcription factor complex	23	5.648934e-3	1.000000e+0	4.094249e-1	1.916789e+0	9.912413e+0	19	3.617669e-2	6.934307e-2	32	3.020242e-2	1.000000e+0	1.000000e+0	1.802148e+0	7.213612e+0	13	315	3.023256e-2	4.126984e-2	rs10750397,rs10974438,rs114322470,rs12420618,rs1801282,rs202020783,rs3067768,rs3110641,rs3110649,rs4684859,rs6590339,rs6752053,rs7501939,rs7903146,rs7948345,rs79696944,rs8035987,rs9348441,rs945712382	ASCL2,CEBPB,ETS1,HMGA1,HNF1B,MEIS1,PPARG,RELA,RFX3,SIN3A,SOX4,TCF4,TCF7L2
GO Cellular Component	GO:0070110	ciliary neurotrophic factor receptor complex	24	5.893397e-3	1.000000e+0	4.093455e-1	1.771696e+1	1.128862e-1	2	4.119934e-4	7.299270e-3	70	6.714329e-2	1.000000e+0	1.000000e+0	1.455581e+1	6.870107e-2	1	3	2.325581e-3	3.333333e-1	rs459193,rs5868014	IL6ST
GO Cellular Component	GO:0035525	NF-kappaB p50/p65 complex	25	6.128982e-3	1.000000e+0	4.086805e-1	1.626605e+2	6.147773e-3	1	2.243713e-5	3.649635e-3	19	2.290036e-2	1.000000e+0	1.000000e+0	4.366744e+1	2.290036e-2	1	1	2.325581e-3	1.000000e+0	rs12420618	RELA
GO Cellular Component	GO:0000792	heterochromatin	26	7.088512e-3	1.000000e+0	4.544827e-1	3.600984e+0	1.666211e+0	6	6.081063e-3	2.189781e-2	96	8.635879e-2	1.000000e+0	1.000000e+0	2.392737e+0	1.671726e+0	4	73	9.302326e-3	5.479452e-2	rs13268508,rs138066904,rs2612072,rs372411283,rs4338565,rs945712382	BEND3,HMGA1,HMGA2,HSF1
GO Cellular Component	GO:0005900	oncostatin-M receptor complex	27	8.128975e-3	1.000000e+0	5.018889e-1	1.498389e+1	1.334767e-1	2	4.871413e-4	7.299270e-3	44	4.527748e-2	1.000000e+0	1.000000e+0	2.183372e+1	4.580071e-2	1	2	2.325581e-3	5.000000e-1	rs459193,rs5868014	IL6ST
GO Cellular Component	GO:0005896	interleukin-6 receptor complex	28	8.265623e-3	1.000000e+0	4.920998e-1	1.485383e+1	1.346454e-1	2	4.914065e-4	7.299270e-3	70	6.714329e-2	1.000000e+0	1.000000e+0	1.455581e+1	6.870107e-2	1	3	2.325581e-3	3.333333e-1	rs459193,rs5868014	IL6ST
GO Cellular Component	GO:0097136	Bcl-2 family protein complex	29	9.162826e-3	1.000000e+0	5.267045e-1	1.407345e+1	1.421115e-1	2	5.186553e-4	7.299270e-3	135	1.497227e-1	1.000000e+0	1.000000e+0	6.238206e+0	1.603025e-1	1	7	2.325581e-3	1.428571e-1	rs56952027,rs58584712	BCL2L11
GO Cellular Component	GO:0000790	nuclear chromatin	30	9.364178e-3	1.000000e+0	5.203362e-1	1.997614e+0	7.508960e+0	15	2.740496e-2	5.474453e-2	33	3.087191e-2	1.000000e+0	1.000000e+0	1.796445e+0	7.236513e+0	13	316	3.023256e-2	4.113924e-2	rs10773049,rs10974438,rs114322470,rs12420618,rs17772814,rs202020783,rs2982521,rs3067768,rs372411283,rs373676665,rs62108438,rs6474549,rs681235,rs7903146,rs8035987	BEND3,CEBPB,CITED2,KLF1,MYC,NCOR2,PPARGC1A,RELA,RFX3,SIN3A,SMARCA2,TCF4,TCF7L2
GO Cellular Component	GO:0031965	nuclear membrane	31	1.072961e-2	1.000000e+0	5.769761e-1	2.022674e+0	6.921531e+0	14	2.526106e-2	5.109489e-2	39	4.075399e-2	1.000000e+0	1.000000e+0	1.770302e+0	6.778506e+0	12	296	2.790698e-2	4.054054e-2	rs10849001,rs11786992,rs12454712,rs12819124,rs1878332,rs2169387,rs3217854,rs34584161,rs348330,rs3826482,rs4238013,rs61044233,rs76895963,rs9808924	ATP2A3,BCL2,CCND2,DPY19L4,ERN1,NUP133,P2RX1,PHLPP1,RNF6,SENP1,SENP2,TNKS
GO Cellular Component	GO:0005899	insulin receptor complex	32	1.084026e-2	1.000000e+0	5.647098e-1	1.288344e+1	1.552380e-1	2	5.665622e-4	7.299270e-3	5	1.545848e-3	1.000000e+0	5.153857e-1	2.911163e+1	6.870107e-2	2	3	4.651163e-3	6.666667e-1	rs2203452,rs7252150	INSR,IRS1
GO Cellular Component	GO:0030133	transport vesicle	33	1.155149e-2	1.000000e+0	5.835253e-1	1.899347e+0	8.423947e+0	16	3.074433e-2	5.839416e-2	14	1.140792e-2	1.000000e+0	1.000000e+0	1.893439e+0	8.450232e+0	16	369	3.720930e-2	4.336043e-2	rs11048457,rs12420618,rs194535,rs28516010,rs2971669,rs329122,rs35048168,rs35859536,rs3818717,rs3832289,rs4930044,rs5807991,rs6752053,rs7454108,rs79696944,rs9815690	FGFR3,FGFRL1,GOLIM4,HLA-DQA1,HLA-DQA2,SAR1B,SEC22B,SEC23A,SIPA1,SLC30A8,SPRED2,SREBF1,SSPN,STEAP2,TH,YKT6
GO Cellular Component	GO:0043265	ectoplasm	34	1.200510e-2	1.000000e+0	5.886030e-1	8.279875e+1	1.207748e-2	1	4.407839e-5	3.649635e-3	19	2.290036e-2	1.000000e+0	1.000000e+0	4.366744e+1	2.290036e-2	1	1	2.325581e-3	1.000000e+0	rs10841867	GYS2
GO Cellular Component	GO:0005585	collagen type II trimer	35	1.263294e-2	1.000000e+0	6.016889e-1	7.865890e+1	1.271312e-2	1	4.639825e-5	3.649635e-3	19	2.290036e-2	1.000000e+0	1.000000e+0	4.366744e+1	2.290036e-2	1	1	2.325581e-3	1.000000e+0	rs12819124	COL2A1
GO Cellular Component	GO:0071159	NF-kappaB complex	36	1.286629e-2	1.000000e+0	5.957807e-1	7.722325e+1	1.294947e-2	1	4.726083e-5	3.649635e-3	44	4.527748e-2	1.000000e+0	1.000000e+0	2.183372e+1	4.580071e-2	1	2	2.325581e-3	5.000000e-1	rs12420618	RELA
GO Cellular Component	GO:1990907	beta-catenin-TCF complex	37	1.354441e-2	1.000000e+0	6.102306e-1	6.121956e+0	4.900395e-1	3	1.788465e-3	1.094891e-2	10	4.997835e-3	1.000000e+0	8.331391e-1	1.746698e+1	1.145018e-1	2	5	4.651163e-3	4.000000e-1	rs114322470,rs202020783,rs7903146	TCF4,TCF7L2
GO Cellular Component	GO:0030134	ER to Golgi transport vesicle	38	1.398935e-2	1.000000e+0	6.136907e-1	3.571555e+0	1.399951e+0	5	5.109308e-3	1.824818e-2	12	6.515424e-3	1.000000e+0	9.051010e-1	3.589105e+0	1.671726e+0	6	73	1.395349e-2	8.219178e-2	rs28516010,rs329122,rs3818717,rs5807991,rs7454108	HLA-DQA1,HLA-DQA2,SAR1B,SEC22B,SEC23A,SREBF1
GO Cellular Component	GO:0016323	basolateral plasma membrane	39	1.434695e-2	1.000000e+0	6.132401e-1	2.080399e+0	5.768123e+0	12	2.105154e-2	4.379562e-2	169	2.011044e-1	1.000000e+0	1.000000e+0	1.469577e+0	4.763274e+0	7	208	1.627907e-2	3.365385e-2	rs1057163508,rs111354897,rs114364467,rs13303359,rs1426385,rs2237897,rs2283164,rs2283220,rs234866,rs35276020,rs3832289,rs515071	ANK1,ATP2B4,ERBB4,KCNQ1,P2RY1,SLC26A1,TFRC
GO Cellular Component	GO:0016529	sarcoplasmic reticulum	40	1.498333e-2	1.000000e+0	6.244303e-1	3.052422e+0	1.965652e+0	6	7.173913e-3	2.189781e-2	16	1.367916e-2	1.000000e+0	1.000000e+0	3.521568e+0	1.419822e+0	5	62	1.162791e-2	8.064516e-2	rs11048457,rs1822105,rs1878332,rs3826482,rs515071,rs7313918	ANK1,ATP2A3,ITPR2,NOS1,THBS1
GO Cellular Component	GO:1902773	GTPase activator complex	41	1.637669e-2	1.000000e+0	6.658522e-1	6.056287e+1	1.651177e-2	1	6.026193e-5	3.649635e-3	19	2.290036e-2	1.000000e+0	1.000000e+0	4.366744e+1	2.290036e-2	1	1	2.325581e-3	1.000000e+0	rs80072979	GNB5
GO Cellular Component	GO:0031523	Myb complex	42	1.971556e-2	1.000000e+0	7.825200e-1	5.022154e+1	1.991178e-2	1	7.267072e-5	3.649635e-3	44	4.527748e-2	1.000000e+0	1.000000e+0	2.183372e+1	4.580071e-2	1	2	2.325581e-3	5.000000e-1	rs190789	MYBL2
GO Cellular Component	GO:0032993	protein-DNA complex	43	2.039630e-2	1.000000e+0	7.907124e-1	2.393630e+0	3.342204e+0	8	1.219782e-2	2.919708e-2	303	4.935807e-1	1.000000e+0	1.000000e+0	1.080877e+0	4.625872e+0	5	202	1.162791e-2	2.475248e-2	rs10882102,rs114322470,rs12334481,rs138066904,rs202020783,rs2612072,rs4338565,rs7903146	EYA1,HHEX,HMGA2,TCF4,TCF7L2
GO Cellular Component	GO:0005686	U2 snRNP	44	2.075880e-2	1.000000e+0	7.864754e-1	9.117502e+0	2.193583e-1	2	8.005778e-4	7.299270e-3	85	6.924325e-2	1.000000e+0	1.000000e+0	4.596573e+0	4.351068e-1	2	19	4.651163e-3	1.052632e-1	rs11466334,rs61373376	CCDC97,SNRPD2
GO Cellular Component	GO:0005773	vacuole	45	2.085332e-2	1.000000e+0	7.724997e-1	1.565882e+0	1.532683e+1	24	5.593732e-2	8.759124e-2	293	4.669708e-1	1.000000e+0	1.000000e+0	1.039701e+0	1.731267e+1	18	756	4.186047e-2	2.380952e-2	rs10161911,rs1048169,rs10830963,rs10912578,rs11696357,rs12641088,rs12912777,rs13257021,rs1749602,rs1822105,rs2237897,rs2283164,rs2283220,rs234866,rs2351707,rs244080,rs35276020,rs35625408,rs4753450,rs72631105,rs73226260,rs73631502,rs7454108,rs9976596	ADA,ANPEP,CTSO,GPC5,GPR137B,GPR143,HLA-DQA1,HLA-DQA2,KCNE2,KCNQ1,OSBPL7,PRDX6,RASGRP1,RRAGA,SLC36A4,SPPL3,TP53INP1,WDR11
GO Cellular Component	GO:0000214	tRNA-intron endonuclease complex	46	2.122177e-2	1.000000e+0	7.690585e-1	4.662146e+1	2.144935e-2	1	7.828230e-5	3.649635e-3	97	8.850946e-2	1.000000e+0	1.000000e+0	1.091686e+1	9.160143e-2	1	4	2.325581e-3	2.500000e-1	rs4684859	TSEN2
GO Cellular Component	GO:1990332	Ire1 complex	47	2.182644e-2	1.000000e+0	7.741420e-1	4.531598e+1	2.206727e-2	1	8.053748e-5	3.649635e-3	19	2.290036e-2	1.000000e+0	1.000000e+0	4.366744e+1	2.290036e-2	1	1	2.325581e-3	1.000000e+0	rs61044233	ERN1
GO Cellular Component	GO:0090575	RNA polymerase II transcription factor complex	48	2.198511e-2	1.000000e+0	7.635245e-1	2.359358e+0	3.390753e+0	8	1.237501e-2	2.919708e-2	93	8.086535e-2	1.000000e+0	1.000000e+0	2.000036e+0	2.999947e+0	6	131	1.395349e-2	4.580153e-2	rs114322470,rs1801282,rs202020783,rs3067768,rs4684859,rs7903146,rs79696944,rs945712382	ASCL2,CEBPB,HMGA1,PPARG,TCF4,TCF7L2
GO Cellular Component	GO:0000228	nuclear chromosome	49	2.208747e-2	1.000000e+0	7.514247e-1	1.638467e+0	1.220653e+1	20	4.454939e-2	7.299270e-2	167	1.964340e-1	1.000000e+0	1.000000e+0	1.270326e+0	1.259520e+1	16	550	3.720930e-2	2.909091e-2	rs10773049,rs10974438,rs114322470,rs12420618,rs138066904,rs17772814,rs202020783,rs2169387,rs2612072,rs2982521,rs3067768,rs372411283,rs373676665,rs4338565,rs5763857,rs62108438,rs6474549,rs681235,rs7903146,rs8035987	BEND3,CEBPB,CITED2,HMGA2,HORMAD2,KLF1,MYC,NCOR2,PPARGC1A,RELA,RFX3,SIN3A,SMARCA2,TCF4,TCF7L2,TNKS
GO Cellular Component	GO:0071556	integral component of lumenal side of endoplasmic reticulum membrane	50	2.239658e-2	1.000000e+0	7.467020e-1	8.751703e+0	2.285270e-1	2	8.340400e-4	7.299270e-3	15	1.329168e-2	1.000000e+0	1.000000e+0	5.954651e+0	5.038079e-1	3	22	6.976744e-3	1.363636e-1	rs73226260,rs7454108	HLA-DQA1,HLA-DQA2,SPPL3
GO Cellular Component	GO:0070369	beta-catenin-TCF7L2 complex	51	2.379392e-2	1.000000e+0	7.777346e-1	8.469903e+0	2.361302e-1	2	8.617891e-4	7.299270e-3	44	4.527748e-2	1.000000e+0	1.000000e+0	2.183372e+1	4.580071e-2	1	2	2.325581e-3	5.000000e-1	rs114322470,rs7903146	TCF7L2
GO Cellular Component	GO:0008076	voltage-gated potassium channel complex	52	2.406305e-2	1.000000e+0	7.714059e-1	2.186358e+0	4.116434e+0	9	1.502348e-2	3.284672e-2	68	6.476476e-2	1.000000e+0	1.000000e+0	2.322736e+0	2.152634e+0	5	94	1.162791e-2	5.319149e-2	rs11958808,rs184889639,rs2074314,rs2237897,rs2283164,rs2283220,rs234866,rs35276020,rs9976596	HCN1,KCNE2,KCNJ11,KCNQ1,KCNV1
GO Cellular Component	GO:0071664	catenin-TCF7L2 complex	53	2.499131e-2	1.000000e+0	7.860474e-1	8.247445e+0	2.424993e-1	2	8.850341e-4	7.299270e-3	70	6.714329e-2	1.000000e+0	1.000000e+0	1.455581e+1	6.870107e-2	1	3	2.325581e-3	3.333333e-1	rs114322470,rs7903146	TCF7L2
GO Cellular Component	GO:1990630	IRE1-RACK1-PP2A complex	54	2.509013e-2	1.000000e+0	7.745416e-1	3.935601e+1	2.540908e-2	1	9.273386e-5	3.649635e-3	44	4.527748e-2	1.000000e+0	1.000000e+0	2.183372e+1	4.580071e-2	1	2	2.325581e-3	5.000000e-1	rs61044233	ERN1
GO Cellular Component	GO:0009898	cytoplasmic side of plasma membrane	55	2.603991e-2	1.000000e+0	7.892460e-1	2.155326e+0	4.175702e+0	9	1.523979e-2	3.284672e-2	42	4.478615e-2	1.000000e+0	1.000000e+0	2.031044e+0	3.938861e+0	8	172	1.860465e-2	4.651163e-2	rs2347252,rs4930044,rs6026557,rs6600208,rs68014479,rs73872717,rs79696944,rs8073626,rs8126001	CHMP4B,CYTH1,ESYT3,GNAS,RASA2,RGS11,RGS19,TH
