# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
GO Molecular Function	GO:0000976	transcription regulatory region sequence-specific DNA binding	13	6.200187e-8	2.587958e-4	1.990737e-5	2.199449e+0	2.364229e+1	52	8.628572e-2	1.897810e-1	5	2.304251e-7	9.617944e-4	1.923589e-4	2.461026e+0	1.584705e+1	39	692	9.069767e-2	5.635838e-2	rs10410805,rs10750397,rs10882102,rs10974438,rs114322470,rs1169299,rs12334481,rs12420618,rs13268508,rs137853336,rs17168486,rs177045,rs17772814,rs1800574,rs1800961,rs1801282,rs190789,rs191304120,rs202020783,rs2379358,rs243018,rs3067768,rs3110641,rs3110649,rs3132520,rs340874,rs35742417,rs3798519,rs3818717,rs41277236,rs4450871,rs4684859,rs4805681,rs4810426,rs6066137,rs62108438,rs6474549,rs6590339,rs6752053,rs6777684,rs73226260,rs7501939,rs7903146,rs7948345,rs79687284,rs79696944,rs8035987,rs8121708,rs9348441,rs9379084,rs945712382,rs9677933	ASCL2,BCL11A,BCL6,CEBPB,CEBPG,DMRT2,ETS1,ETV1,FOXA2,GLI2,HHEX,HMGA1,HNF1A,HNF1B,HNF4A,HSF1,KLF1,MEIS1,MSC,MSX1,MYBL2,MYC,NEUROG3,PAX1,POU5F1,PPARG,PROX1,RELA,RFX3,RREB1,SIN3A,SOX4,SREBF1,TCF4,TCF7L2,TFAP2B,ZMYND8,ZNF536,ZNF750
GO Molecular Function	GO:0019887	protein kinase regulator activity	14	7.967710e-8	3.325722e-4	2.375516e-5	3.769713e+0	6.101259e+0	23	2.226737e-2	8.394161e-2	25	1.207873e-4	5.041662e-1	2.016665e-2	3.234625e+0	4.328167e+0	14	189	3.255814e-2	7.407407e-2	rs10811661,rs11042751,rs11466334,rs11696357,rs12003808,rs1215466,rs12555274,rs12855,rs13322435,rs1333045,rs2066827,rs2237897,rs2283164,rs2283220,rs234866,rs244080,rs35276020,rs452338,rs4898364,rs55911137,rs61506637,rs6752053,rs76263492	CCND1,CCNL1,CDKN1B,CDKN1C,CDKN2B,CDKN2C,FAM58A,IGF2,LRRC66,LRTM1,PKIG,SPRED2,SPRY2,TGFB1
GO Molecular Function	GO:0005315	inorganic phosphate transmembrane transporter activity	15	9.656724e-8	4.030717e-4	2.687144e-5	4.736825e+1	1.055559e-1	5	3.852406e-4	1.824818e-2	263	8.850946e-2	1.000000e+0	1.000000e+0	1.091686e+1	9.160143e-2	1	4	2.325581e-3	2.500000e-1	rs147581833,rs17250977,rs6884420,rs6885132,rs76549217	ANKH
GO Molecular Function	GO:0001047	core promoter binding	16	1.729874e-7	7.220494e-4	4.512809e-5	3.743918e+0	5.876198e+0	22	2.144598e-2	8.029197e-2	26	1.278243e-4	5.335386e-1	2.052072e-2	3.399262e+0	3.824360e+0	13	167	3.023256e-2	7.784431e-2	rs1111874,rs12420618,rs13268508,rs137853336,rs138066904,rs177045,rs1800961,rs1801282,rs191304120,rs2379358,rs2612072,rs3067768,rs340874,rs35742417,rs3798519,rs41277236,rs4338565,rs4684859,rs4810426,rs79687284,rs9348441,rs9379084	CCAR1,CEBPB,HMGA2,HNF4A,HSF1,NEUROG3,PPARG,PROX1,RELA,RREB1,SOX4,TFAP2B,ZNF750
GO Molecular Function	GO:0042803	protein homodimerization activity	17	1.831518e-7	7.644756e-4	4.496915e-5	2.238209e+0	2.099894e+1	47	7.663845e-2	1.715328e-1	12	2.332194e-5	9.734578e-2	8.112148e-3	2.076729e+0	1.781648e+1	37	778	8.604651e-2	4.755784e-2	rs10410805,rs1048169,rs1050828,rs1057163508,rs10811661,rs10841867,rs10882102,rs10912578,rs111354897,rs11257655,rs11466334,rs12003808,rs12420618,rs12454712,rs12555274,rs12641088,rs12912777,rs1333045,rs13389219,rs137853336,rs1800961,rs1822105,rs191304120,rs202020783,rs3067768,rs3110641,rs3110649,rs348330,rs35859536,rs3798519,rs459193,rs4711750,rs4810426,rs4950125,rs5868014,rs59899263,rs61044233,rs6474549,rs68014479,rs72631105,rs73226260,rs73872717,rs7501939,rs7747095,rs9430095,rs9677933,rs9976596	ABCB10,BCL2,CEBPB,CEBPG,CHMP4B,DMRT2,DMRTA1,DPYD,ERBB4,ERN1,FGFR2,GRB14,GYS2,HHEX,HNF1B,HNF4A,IKBKG,IKZF2,IL6ST,INHBB,KCNE2,NUDT5,PDGFC,PRDX6,RASGRP1,RELA,RRAGA,SLC30A8,SPPL3,SRGAP2,TCF4,TFAP2B,TFRC,TGFB1,TMCC1,VEGFA,ZBTB38
GO Molecular Function	GO:0019901	protein kinase binding	18	3.277040e-7	1.367836e-3	7.599092e-5	2.463926e+0	1.542254e+1	38	5.628666e-2	1.386861e-1	48	1.448085e-3	1.000000e+0	1.259231e-1	1.925372e+0	1.298450e+1	25	567	5.813953e-2	4.409171e-2	rs10811661,rs10849001,rs114322470,rs118115876,rs12003808,rs1215466,rs12420618,rs12555274,rs12855,rs13268508,rs13303359,rs1333045,rs13389219,rs149802978,rs2066827,rs2203452,rs2237897,rs2283164,rs2283220,rs234866,rs243018,rs2540951,rs3067768,rs3217854,rs33966734,rs35276020,rs3818717,rs4238013,rs459193,rs55911137,rs55933149,rs5868014,rs6752053,rs76895963,rs78408340,rs7903146,rs7974748,rs8036430	ATP2B4,BCL11A,CCND1,CCND2,CCND3,CDKN1B,CDKN2B,CDKN2C,CEP68,GRB14,HSF1,IRS1,KCNQ1,MAP2K7,MAP3K1,PAM,PDE3B,PRC1,PTPN1,PTPRR,RELA,SPRED2,SPRY2,SREBF1,TCF7L2
GO Molecular Function	GO:0019207	kinase regulator activity	19	3.774999e-7	1.575685e-3	8.293077e-5	3.446279e+0	6.673866e+0	23	2.435717e-2	8.394161e-2	34	3.962503e-4	1.000000e+0	4.864555e-2	2.883699e+0	4.854876e+0	14	212	3.255814e-2	6.603774e-2	rs10811661,rs11042751,rs11466334,rs11696357,rs12003808,rs1215466,rs12555274,rs12855,rs13322435,rs1333045,rs2066827,rs2237897,rs2283164,rs2283220,rs234866,rs244080,rs35276020,rs452338,rs4898364,rs55911137,rs61506637,rs6752053,rs76263492	CCND1,CCNL1,CDKN1B,CDKN1C,CDKN2B,CDKN2C,FAM58A,IGF2,LRRC66,LRTM1,PKIG,SPRED2,SPRY2,TGFB1
GO Molecular Function	GO:0019900	kinase binding	20	7.754253e-7	3.236625e-3	1.618313e-4	2.311873e+0	1.730199e+1	40	6.314593e-2	1.459854e-1	45	1.064980e-3	1.000000e+0	9.878281e-2	1.883957e+0	1.486233e+1	28	649	6.511628e-2	4.314330e-2	rs10811661,rs10841867,rs10849001,rs114322470,rs118115876,rs12003808,rs1215466,rs12420618,rs12555274,rs12855,rs13268508,rs13303359,rs1333045,rs13389219,rs149802978,rs2066827,rs2203452,rs2237897,rs2283164,rs2283220,rs234866,rs243018,rs2540951,rs3067768,rs3217854,rs33966734,rs35276020,rs3818717,rs4238013,rs459193,rs55911137,rs55933149,rs5868014,rs6752053,rs76895963,rs78408340,rs7903146,rs7974748,rs8036430,rs864745	ATP2B4,BCL11A,CCND1,CCND2,CCND3,CDKN1B,CDKN2B,CDKN2C,CEBPB,CEP68,GRB14,HSF1,IRS1,KCNQ1,LDHB,MAP2K7,MAP3K1,PAM,PDE3B,PRC1,PTPN1,PTPRR,RELA,SPRED2,SPRY2,SREBF1,TAX1BP1,TCF7L2
GO Molecular Function	GO:0050693	LBD domain binding	21	1.121651e-6	4.681771e-3	2.229415e-4	1.862639e+1	3.221237e-1	6	1.175634e-3	2.189781e-2	28	2.265682e-4	9.456957e-1	3.377485e-2	2.183372e+1	1.374021e-1	3	6	6.976744e-3	5.000000e-1	rs1801282,rs2982521,rs340874,rs4684859,rs681235,rs79687284	CITED2,PPARG,PROX1
GO Molecular Function	GO:1902282	voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization	22	1.660079e-6	6.929170e-3	3.149623e-4	1.739284e+1	3.449695e-1	6	1.259013e-3	2.189781e-2	81	1.337027e-2	1.000000e+0	6.889816e-1	1.091686e+1	1.832029e-1	2	8	4.651163e-3	2.500000e-1	rs2237897,rs2283164,rs2283220,rs234866,rs35276020,rs9976596	KCNE2,KCNQ1
GO Molecular Function	GO:0003705	transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding	23	3.060857e-6	1.277602e-2	5.554790e-4	4.069466e+0	3.931720e+0	16	1.434934e-2	5.839416e-2	21	9.855233e-5	4.113574e-1	1.958845e-2	4.366744e+0	2.290036e+0	10	100	2.325581e-2	1.000000e-1	rs10974438,rs12334481,rs12420618,rs137853336,rs17791513,rs1800961,rs191304120,rs3067768,rs3110641,rs3110649,rs340874,rs4810426,rs6752053,rs7501939,rs79687284,rs945712382	CEBPB,HMGA1,HNF1B,HNF4A,MEIS1,MSC,PROX1,RELA,RFX3,TLE4
GO Molecular Function	GO:0097110	scaffold protein binding	24	4.049031e-6	1.690066e-2	7.041940e-4	5.855059e+0	1.878717e+0	11	6.856632e-3	4.014599e-2	47	1.420606e-3	1.000000e+0	1.261619e-1	4.851938e+0	1.236619e+0	6	54	1.395349e-2	1.111111e-1	rs11048457,rs114364467,rs11708067,rs13303359,rs1426385,rs2237897,rs2283164,rs2283220,rs234866,rs35276020,rs7313918	ADCY5,ATP2B4,ITPR2,KCNQ1,NOS1,P2RY1
GO Molecular Function	GO:0000982	transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding	25	5.160111e-6	2.153830e-2	8.615321e-4	2.222544e+0	1.664759e+1	37	6.075762e-2	1.350365e-1	6	6.114697e-7	2.552275e-3	4.253791e-4	2.947552e+0	9.160143e+0	27	400	6.279070e-2	6.750000e-2	rs10410805,rs10750397,rs10882102,rs1169299,rs12420618,rs13268508,rs137853336,rs138066904,rs17168486,rs177045,rs17772814,rs1800574,rs1800961,rs190789,rs191304120,rs202020783,rs2379358,rs243018,rs2612072,rs3067768,rs340874,rs3798519,rs3818717,rs41277236,rs4338565,rs4450871,rs4805681,rs4810426,rs6590339,rs6752053,rs73226260,rs7948345,rs79687284,rs79696944,rs8121708,rs9348441,rs9677933	ASCL2,BCL11A,CEBPB,CEBPG,ETS1,ETV1,GLI2,HHEX,HMGA2,HNF1A,HNF4A,HSF1,MEIS1,MSX1,MYBL2,MYC,NEUROG3,PAX1,PROX1,RELA,SOX4,SREBF1,TCF4,TFAP2B,TSHZ3,ZNF536,ZNF750
GO Molecular Function	GO:0016519	gastric inhibitory peptide receptor activity	26	5.872640e-6	2.451240e-2	9.427846e-4	5.818492e+2	3.437317e-3	2	1.254495e-5	7.299270e-3	96	2.290036e-2	1.000000e+0	9.956886e-1	4.366744e+1	2.290036e-2	1	1	2.325581e-3	1.000000e+0	rs61373376,rs62111724	GIPR
GO Molecular Function	GO:0001077	transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding	27	6.129644e-6	2.558513e-2	9.475976e-4	2.517065e+0	1.152135e+1	29	4.204874e-2	1.058394e-1	11	1.972780e-5	8.234384e-2	7.485803e-3	3.028034e+0	6.274698e+0	19	274	4.418605e-2	6.934307e-2	rs10410805,rs10750397,rs1169299,rs12420618,rs137853336,rs138066904,rs17168486,rs177045,rs17772814,rs1800574,rs1800961,rs190789,rs191304120,rs202020783,rs2379358,rs2612072,rs3067768,rs3798519,rs3818717,rs41277236,rs4338565,rs4810426,rs6590339,rs6752053,rs73226260,rs7948345,rs8121708,rs9348441,rs9677933	CEBPB,CEBPG,ETS1,ETV1,GLI2,HMGA2,HNF1A,HNF4A,MEIS1,MYBL2,MYC,NEUROG3,PAX1,RELA,SOX4,SREBF1,TCF4,TFAP2B,ZNF750
GO Molecular Function	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	28	6.213497e-6	2.593514e-2	9.262549e-4	1.885844e+0	2.757386e+1	52	1.006345e-1	1.897810e-1	8	2.847503e-6	1.188548e-2	1.485685e-3	2.223277e+0	1.754167e+1	39	766	9.069767e-2	5.091384e-2	rs10410805,rs10750397,rs10882102,rs10974438,rs1169299,rs12334481,rs12420618,rs13268508,rs137853336,rs138066904,rs17168486,rs177045,rs17772814,rs17791513,rs1800574,rs1800961,rs1801282,rs190789,rs191304120,rs202020783,rs2379358,rs243018,rs2612072,rs3067768,rs3110641,rs3110649,rs3132520,rs340874,rs35742417,rs3798519,rs3818717,rs41277236,rs4338565,rs4450871,rs4684859,rs4805681,rs4810426,rs515071,rs56258902,rs6590339,rs6752053,rs6777684,rs73226260,rs7501939,rs7948345,rs79687284,rs79696944,rs8121708,rs9348441,rs9379084,rs945712382,rs9677933	ASCL2,BCL11A,BCL6,CEBPB,CEBPG,ETS1,ETV1,FOXA2,GLI2,HHEX,HMGA1,HMGA2,HNF1A,HNF1B,HNF4A,HSF1,KLF14,MEIS1,MSC,MSX1,MYBL2,MYC,NEUROG3,NKX6-3,PAX1,POU5F1,PPARG,PROX1,RELA,RFX3,RREB1,SOX4,SREBF1,TCF4,TFAP2B,TLE4,TSHZ3,ZNF536,ZNF750
GO Molecular Function	GO:0001046	core promoter sequence-specific DNA binding	29	6.928932e-6	2.892136e-2	9.972884e-4	3.810061e+0	4.199408e+0	16	1.532631e-2	5.839416e-2	29	2.348327e-4	9.801917e-1	3.379971e-2	3.934004e+0	2.541940e+0	10	111	2.325581e-2	9.009009e-2	rs12420618,rs13268508,rs137853336,rs1800961,rs1801282,rs191304120,rs2379358,rs3067768,rs340874,rs35742417,rs3798519,rs4684859,rs4810426,rs79687284,rs9348441,rs9379084	CEBPB,HNF4A,HSF1,PPARG,PROX1,RELA,RREB1,SOX4,TFAP2B,ZNF750
GO Molecular Function	GO:0001228	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding	30	7.016981e-6	2.928888e-2	9.762960e-4	2.254809e+0	1.552238e+1	35	5.665101e-2	1.277372e-1	14	2.807611e-5	1.171897e-1	8.370692e-3	2.556143e+0	9.389146e+0	24	410	5.581395e-2	5.853659e-2	rs10410805,rs10750397,rs1169299,rs12420618,rs137853336,rs138066904,rs17168486,rs177045,rs17772814,rs1800574,rs1800961,rs190789,rs191304120,rs202020783,rs2379358,rs2612072,rs3067768,rs35742417,rs3798519,rs3818717,rs41277236,rs4338565,rs4450871,rs4810426,rs515071,rs56258902,rs6590339,rs6752053,rs73226260,rs7948345,rs8121708,rs9348441,rs9379084,rs945712382,rs9677933	CEBPB,CEBPG,ETS1,ETV1,GLI2,HMGA1,HMGA2,HNF1A,HNF4A,KLF14,MEIS1,MSX1,MYBL2,MYC,NEUROG3,NKX6-3,PAX1,RELA,RREB1,SOX4,SREBF1,TCF4,TFAP2B,ZNF750
GO Molecular Function	GO:0086089	voltage-gated potassium channel activity involved in atrial cardiac muscle cell action potential repolarization	31	7.659739e-6	3.197175e-2	1.031347e-3	1.926225e+1	2.595751e-1	5	9.473544e-4	1.824818e-2	263	8.850946e-2	1.000000e+0	1.000000e+0	1.091686e+1	9.160143e-2	1	4	2.325581e-3	2.500000e-1	rs2237897,rs2283164,rs2283220,rs234866,rs35276020	KCNQ1
GO Molecular Function	GO:0015114	phosphate ion transmembrane transporter activity	32	1.024860e-5	4.277766e-2	1.336802e-3	1.812447e+1	2.758701e-1	5	1.006825e-3	1.824818e-2	571	3.098292e-1	1.000000e+0	1.000000e+0	2.729215e+0	3.664057e-1	1	16	2.325581e-3	6.250000e-2	rs147581833,rs17250977,rs6884420,rs6885132,rs76549217	ANKH
