# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
GO Biological Process	GO:0010817	regulation of hormone levels	11	2.327338e-11	3.006222e-7	2.732930e-8	3.028512e+0	1.518898e+1	46	5.543423e-2	1.678832e-1	4	1.944910e-10	2.512240e-6	6.280601e-7	3.310851e+0	1.117537e+1	37	488	8.604651e-2	7.581967e-2	rs10830963,rs10974438,rs11048457,rs114322470,rs114364467,rs11708067,rs13268508,rs13322435,rs137853336,rs1426385,rs147287548,rs1604038,rs1683935,rs17476364,rs1749602,rs1800961,rs191304120,rs2074314,rs2203452,rs2421016,rs2862954,rs2971669,rs3110641,rs3110649,rs35859536,rs373676665,rs3768321,rs3798519,rs3818717,rs4809556,rs4810426,rs56150947,rs5763857,rs6026557,rs61373376,rs61791116,rs62111724,rs73221131,rs7501939,rs7732130,rs7903146,rs80263562,rs8035987,rs8121708,rs9348441,rs9677933	ADCY5,BMP8A,CPLX1,CPN1,DGAT1,ERO1B,FOXA2,GCK,GIPR,GLP1R,GNAS,HNF1B,HNF4A,INHBB,IRS1,ITPR2,KCNJ11,LEP,LIF,MTNR1B,P2RY1,PDE8B,PIM3,PLEKHA1,PPARGC1A,RFX3,SGPL1,SIN3A,SLC2A2,SLC30A8,SLCO4A1,SOX4,SREBF1,TACR2,TCF7L2,TFAP2B,TIPARP
GO Biological Process	GO:0050796	regulation of insulin secretion	12	3.634940e-11	4.695252e-7	3.912710e-8	4.595446e+0	6.092989e+0	28	2.223719e-2	1.021898e-1	2	6.849667e-11	8.847715e-7	4.423857e-7	5.585370e+0	3.938861e+0	22	172	5.116279e-2	1.279070e-1	rs10830963,rs10974438,rs11048457,rs114322470,rs11708067,rs137853336,rs147287548,rs1604038,rs1800961,rs191304120,rs2074314,rs2203452,rs2971669,rs35859536,rs3768321,rs3798519,rs3818717,rs4810426,rs56150947,rs61373376,rs61791116,rs62111724,rs7732130,rs7903146,rs80263562,rs8121708,rs9348441,rs9677933	ADCY5,BMP8A,FOXA2,GCK,GIPR,GLP1R,HNF4A,INHBB,IRS1,ITPR2,KCNJ11,LEP,MTNR1B,PDE8B,PIM3,RFX3,SLC2A2,SLC30A8,SOX4,SREBF1,TCF7L2,TFAP2B
GO Biological Process	GO:0046883	regulation of hormone secretion	13	1.280793e-10	1.654400e-6	1.272616e-7	3.732351e+0	8.841613e+0	33	3.226866e-2	1.204380e-1	5	1.962713e-10	2.535236e-6	5.070473e-7	4.469896e+0	5.816691e+0	26	254	6.046512e-2	1.023622e-1	rs10830963,rs10974438,rs11048457,rs114322470,rs114364467,rs11708067,rs137853336,rs1426385,rs147287548,rs1604038,rs17476364,rs1800961,rs191304120,rs2074314,rs2203452,rs2971669,rs35859536,rs3768321,rs3798519,rs3818717,rs4810426,rs56150947,rs5763857,rs6026557,rs61373376,rs61791116,rs62111724,rs7732130,rs7903146,rs80263562,rs8121708,rs9348441,rs9677933	ADCY5,BMP8A,FOXA2,GCK,GIPR,GLP1R,GNAS,HNF4A,INHBB,IRS1,ITPR2,KCNJ11,LEP,LIF,MTNR1B,P2RY1,PDE8B,PIM3,RFX3,SLC2A2,SLC30A8,SOX4,SREBF1,TACR2,TCF7L2,TFAP2B
GO Biological Process	GO:0000122	negative regulation of transcription from RNA polymerase II promoter	14	1.497524e-10	1.934352e-6	1.381680e-7	2.336829e+0	2.695962e+1	63	9.839276e-2	2.299270e-1	12	2.821180e-9	3.644118e-5	3.036765e-6	2.578354e+0	1.822868e+1	47	796	1.093023e-1	5.904523e-2	rs1057163508,rs10773049,rs10882102,rs10974438,rs11042751,rs114322470,rs11466334,rs11696357,rs12334481,rs12420618,rs12910361,rs13085136,rs13268508,rs138066904,rs147287548,rs177045,rs17772814,rs17791513,rs1801214,rs1801282,rs2237897,rs2283164,rs2283220,rs234866,rs243018,rs244080,rs2612072,rs2796441,rs2982521,rs3110641,rs3110649,rs3132520,rs33966734,rs340874,rs35276020,rs35742417,rs372411283,rs3798519,rs3818717,rs41277236,rs4338565,rs4450871,rs452338,rs4684859,rs4711750,rs4805681,rs55911137,rs6066137,rs6474549,rs6777684,rs681235,rs72631105,rs73631502,rs7501939,rs7747095,rs7903146,rs79687284,rs79696944,rs8035987,rs8121708,rs864745,rs9379084,rs9677933	ASCL2,BCL11A,BCL6,BEND3,CCND1,CCND3,CDKN1C,CITED2,FGFR2,FOXA2,GLI2,GLIS3,HHEX,HMG20A,HMGA2,HNF1B,HSF1,IGF2,IKZF2,JAZF1,LEP,MSC,MSX1,MYC,NCOR2,NEUROG3,PKIG,POU5F1,PPARG,PROX1,RELA,RREB1,RYBP,SIN3A,SMARCA2,SREBF1,TBL1X,TCF7L2,TFAP2B,TGFB1,TLE1,TLE4,TSHZ3,VEGFA,WFS1,ZMYND8,ZNF536
GO Biological Process	GO:0090276	regulation of peptide hormone secretion	15	4.556940e-10	5.886199e-6	3.924133e-7	4.103347e+0	6.823697e+0	28	2.490401e-2	1.021898e-1	8	1.414588e-9	1.827223e-5	2.284029e-6	4.779521e+0	4.602972e+0	22	201	5.116279e-2	1.094527e-1	rs10830963,rs10974438,rs11048457,rs114322470,rs11708067,rs137853336,rs147287548,rs1604038,rs1800961,rs191304120,rs2074314,rs2203452,rs2971669,rs35859536,rs3768321,rs3798519,rs3818717,rs4810426,rs56150947,rs61373376,rs61791116,rs62111724,rs7732130,rs7903146,rs80263562,rs8121708,rs9348441,rs9677933	ADCY5,BMP8A,FOXA2,GCK,GIPR,GLP1R,HNF4A,INHBB,IRS1,ITPR2,KCNJ11,LEP,MTNR1B,PDE8B,PIM3,RFX3,SLC2A2,SLC30A8,SOX4,SREBF1,TCF7L2,TFAP2B
GO Biological Process	GO:0002791	regulation of peptide secretion	16	5.783717e-10	7.470827e-6	4.669267e-7	4.059044e+0	6.898176e+0	28	2.517582e-2	1.021898e-1	9	2.055121e-9	2.654600e-5	2.949555e-6	4.686262e+0	4.694573e+0	22	205	5.116279e-2	1.073171e-1	rs10830963,rs10974438,rs11048457,rs114322470,rs11708067,rs137853336,rs147287548,rs1604038,rs1800961,rs191304120,rs2074314,rs2203452,rs2971669,rs35859536,rs3768321,rs3798519,rs3818717,rs4810426,rs56150947,rs61373376,rs61791116,rs62111724,rs7732130,rs7903146,rs80263562,rs8121708,rs9348441,rs9677933	ADCY5,BMP8A,FOXA2,GCK,GIPR,GLP1R,HNF4A,INHBB,IRS1,ITPR2,KCNJ11,LEP,MTNR1B,PDE8B,PIM3,RFX3,SLC2A2,SLC30A8,SOX4,SREBF1,TCF7L2,TFAP2B
GO Biological Process	GO:0007096	regulation of exit from mitosis	17	6.209099e-10	8.020293e-6	4.717820e-7	2.881922e+1	2.775926e-1	8	1.013111e-3	2.919708e-2	494	7.534695e-3	1.000000e+0	1.970155e-1	7.277907e+0	4.122064e-1	3	18	6.976744e-3	1.666667e-1	rs11466334,rs2066827,rs2237897,rs2283164,rs2283220,rs234866,rs35276020,rs452338	CDKN1B,CDKN1C,TGFB1
GO Biological Process	GO:0071901	negative regulation of protein serine/threonine kinase activity	18	6.649789e-10	8.589532e-6	4.771962e-7	5.729029e+0	3.490993e+0	20	1.274085e-2	7.299270e-2	118	1.328749e-4	1.000000e+0	1.454530e-2	3.873725e+0	2.839644e+0	11	124	2.558140e-2	8.870968e-2	rs10811661,rs10882102,rs11696357,rs12003808,rs1215466,rs12555274,rs12855,rs1333045,rs2066827,rs2237897,rs2283164,rs2283220,rs234866,rs244080,rs3067768,rs35276020,rs452338,rs4898364,rs6752053,rs7067540	CDKN1B,CDKN1C,CDKN2B,CDKN2C,DUSP9,HHEX,PDCD4,PKIG,PTPN1,SPRED2,SPRY2
GO Biological Process	GO:0090087	regulation of peptide transport	19	6.931693e-10	8.953668e-6	4.712457e-7	4.025627e+0	6.955438e+0	28	2.538481e-2	1.021898e-1	10	2.468371e-9	3.188395e-5	3.188395e-6	4.640984e+0	4.740374e+0	22	207	5.116279e-2	1.062802e-1	rs10830963,rs10974438,rs11048457,rs114322470,rs11708067,rs137853336,rs147287548,rs1604038,rs1800961,rs191304120,rs2074314,rs2203452,rs2971669,rs35859536,rs3768321,rs3798519,rs3818717,rs4810426,rs56150947,rs61373376,rs61791116,rs62111724,rs7732130,rs7903146,rs80263562,rs8121708,rs9348441,rs9677933	ADCY5,BMP8A,FOXA2,GCK,GIPR,GLP1R,HNF4A,INHBB,IRS1,ITPR2,KCNJ11,LEP,MTNR1B,PDE8B,PIM3,RFX3,SLC2A2,SLC30A8,SOX4,SREBF1,TCF7L2,TFAP2B
GO Biological Process	GO:1902746	regulation of lens fiber cell differentiation	20	7.457487e-10	9.632836e-6	4.816418e-7	4.037746e+1	1.733641e-1	7	6.327155e-4	2.554745e-2	340	3.044799e-3	1.000000e+0	1.156755e-1	2.183372e+1	9.160143e-2	2	4	4.651163e-3	5.000000e-1	rs2066827,rs2237897,rs2283164,rs2283220,rs234866,rs35276020,rs452338	CDKN1B,CDKN1C
GO Biological Process	GO:1901987	regulation of cell cycle phase transition	21	1.103310e-9	1.425146e-5	6.786407e-7	3.510750e+0	9.114861e+0	32	3.326592e-2	1.167883e-1	290	1.696127e-3	1.000000e+0	7.554784e-2	2.084365e+0	9.595250e+0	20	419	4.651163e-2	4.773270e-2	rs1048169,rs10811661,rs10849001,rs11466334,rs12003808,rs12454712,rs12555274,rs13303359,rs1333045,rs138066904,rs1496653,rs2066827,rs2237897,rs2283164,rs2283220,rs234866,rs2612072,rs3217854,rs35276020,rs35889227,rs3774723,rs4238013,rs4338565,rs452338,rs55911137,rs58584712,rs6743071,rs6813195,rs76895963,rs8035987,rs9316500,rs9348441	ANAPC1,ATP2B4,BCL2,CCND1,CCND2,CDKN1B,CDKN1C,CDKN2B,FBXW7,FOXN3,HAUS6,HMGA2,PSMD6,RNASEH2B,SIN3A,SOX4,TGFB1,UBE2E1,UBE2E2,ZFP36L2
GO Biological Process	GO:0001890	placenta development	22	2.315136e-9	2.990461e-5	1.359301e-6	5.040969e+0	4.165866e+0	21	1.520389e-2	7.664234e-2	82	3.198565e-5	4.131586e-1	5.038520e-3	3.888197e+0	3.343452e+0	13	146	3.023256e-2	8.904110e-2	rs11042751,rs11696357,rs11759026,rs1182447,rs13268508,rs147287548,rs1801282,rs2066827,rs2237897,rs2283164,rs2283220,rs234866,rs244080,rs3067768,rs35276020,rs452338,rs4684859,rs5763857,rs719727,rs72631105,rs79696944	ADA,ASCL2,CDKN1B,CDKN1C,CEBPB,DNAJB6,FGFR2,HSF1,IGF2,LEP,LIF,PPARG,RSPO3
GO Biological Process	GO:0071514	genetic imprinting	23	2.315947e-9	2.991509e-5	1.300656e-6	1.858877e+1	4.841632e-1	9	1.767019e-3	3.284672e-2	123	1.472457e-4	1.000000e+0	1.546319e-2	9.492922e+0	5.267082e-1	5	23	1.162791e-2	2.173913e-1	rs11042751,rs2237897,rs2283164,rs2283220,rs234866,rs35276020,rs452338,rs6026557,rs73221131	CDKN1C,GNAS,IGF2,KCNQ1,PCGF3
GO Biological Process	GO:0048534	hematopoietic or lymphoid organ development	24	2.444780e-9	3.157922e-5	1.315801e-6	2.694929e+0	1.632696e+1	44	5.958745e-2	1.605839e-1	86	3.960938e-5	5.116344e-1	5.949237e-3	2.265395e+0	1.280130e+1	29	559	6.744186e-2	5.187835e-2	rs10410805,rs10811661,rs10882102,rs111354897,rs11466334,rs1169299,rs11696357,rs12003808,rs12454712,rs12555274,rs13322435,rs1333045,rs147287548,rs1683935,rs1800574,rs1801282,rs2237897,rs2283164,rs2283220,rs234866,rs244080,rs28516010,rs28708888,rs2925979,rs2982521,rs3130293,rs35276020,rs452338,rs4684859,rs4711750,rs56952027,rs58584712,rs62108438,rs6743071,rs6752053,rs6777684,rs681235,rs72631105,rs73226260,rs7747095,rs8035987,rs8121708,rs9348441,rs9815690	ADA,BCL2,BCL2L11,BCL6,CDKN1C,CDKN2B,CEBPG,CITED2,FGFR2,HHEX,HNF1A,KLF1,LEP,MECOM,MEIS1,NOTCH2,NOTCH4,PAX1,PLCG2,PPARG,SGPL1,SIN3A,SOX4,TFRC,TGFB1,TIPARP,TYRO3,VEGFA,ZFP36L2
GO Biological Process	GO:0048511	rhythmic process	25	2.485565e-9	3.210604e-5	1.284242e-6	3.393313e+0	9.430311e+0	32	3.441719e-2	1.167883e-1	39	2.819935e-6	3.642510e-2	9.339769e-4	3.217601e+0	6.526602e+0	21	285	4.883721e-2	7.368421e-2	rs10750397,rs10811661,rs10830963,rs12003808,rs12454712,rs12555274,rs1333045,rs147287548,rs149802978,rs1683935,rs1801282,rs2421016,rs28708888,rs3067768,rs3110641,rs3110649,rs340874,rs373676665,rs3818717,rs4684859,rs4711750,rs4930044,rs6590339,rs7501939,rs7747095,rs78408340,rs7948345,rs79687284,rs79696944,rs8035987,rs8126001,rs9677933	BCL2,CEBPB,DMRTA1,ETS1,HNF1B,INHBB,LEP,MTNR1B,OPRL1,PAM,PLEKHA1,PPARG,PPARGC1A,PROX1,RAI1,SGPL1,SIN3A,SREBF1,TH,TYRO3,VEGFA
GO Biological Process	GO:1901990	regulation of mitotic cell cycle phase transition	26	2.587003e-9	3.341632e-5	1.285243e-6	3.571248e+0	8.400425e+0	30	3.065848e-2	1.094891e-1	394	4.362042e-3	1.000000e+0	1.430063e-1	2.000036e+0	8.999840e+0	18	393	4.186047e-2	4.580153e-2	rs1048169,rs10811661,rs10849001,rs11466334,rs12003808,rs12454712,rs12555274,rs1333045,rs138066904,rs1496653,rs2066827,rs2237897,rs2283164,rs2283220,rs234866,rs2612072,rs3217854,rs35276020,rs35889227,rs3774723,rs4238013,rs4338565,rs452338,rs55911137,rs58584712,rs6743071,rs76895963,rs8035987,rs9316500,rs9348441	ANAPC1,BCL2,CCND1,CCND2,CDKN1B,CDKN1C,CDKN2B,FOXN3,HAUS6,HMGA2,PSMD6,RNASEH2B,SIN3A,SOX4,TGFB1,UBE2E1,UBE2E2,ZFP36L2
GO Biological Process	GO:0045737	positive regulation of cyclin-dependent protein serine/threonine kinase activity	27	2.749757e-9	3.551861e-5	1.315504e-6	1.228983e+1	8.950489e-1	11	3.266602e-3	4.014599e-2	55	8.028151e-6	1.036996e-1	1.885448e-3	9.262791e+0	7.557118e-1	7	33	1.627907e-2	2.121212e-1	rs10849001,rs13322435,rs2066827,rs3217854,rs33966734,rs340874,rs4238013,rs4898364,rs55911137,rs76895963,rs79687284	CCND1,CCND2,CCND3,CCNL1,CDKN1B,FAM58A,PROX1
GO Biological Process	GO:0043009	chordate embryonic development	28	3.152781e-9	4.072447e-5	1.454445e-6	2.528690e+0	1.898216e+1	48	6.927796e-2	1.751825e-1	15	6.865139e-8	8.867700e-4	5.911800e-5	2.753803e+0	1.270970e+1	35	555	8.139535e-2	6.306306e-2	rs10882102,rs11042751,rs1111874,rs114364467,rs11466334,rs116401167,rs11696357,rs11759026,rs1182447,rs12334481,rs12571751,rs12819124,rs13268508,rs1426385,rs2237897,rs2283164,rs2283220,rs234866,rs244080,rs3067768,rs3110641,rs3110649,rs3132520,rs33966734,rs340874,rs348330,rs35276020,rs4450871,rs452338,rs4679370,rs4711750,rs56952027,rs5763857,rs58584712,rs6026557,rs6474549,rs719727,rs72631105,rs7501939,rs7747095,rs79687284,rs79696944,rs7974748,rs8035987,rs8121708,rs9316500,rs9348441,rs9677933	ADA,ASCL2,BCL2L11,BYSL,CDKN1C,CEBPB,CENPU,COL2A1,DMRT2,DNAJB6,EYA1,FGFR2,GLI2,GNAS,HEG1,HHEX,HNF1B,HSF1,IGF2,LIF,MBNL1,MSX1,NUP133,PAX1,POU5F1,PROX1,PTPRR,RNASEH2B,RSPO3,SIN3A,SOX4,TET1,TGFB1,VEGFA,ZMIZ1
GO Biological Process	GO:0009792	embryo development ending in birth or egg hatching	29	3.765893e-9	4.864404e-5	1.677381e-6	2.514542e+0	1.908897e+1	48	6.966776e-2	1.751825e-1	17	8.544135e-8	1.103646e-3	6.492035e-5	2.729215e+0	1.282420e+1	35	560	8.139535e-2	6.250000e-2	rs10882102,rs11042751,rs1111874,rs114364467,rs11466334,rs116401167,rs11696357,rs11759026,rs1182447,rs12334481,rs12571751,rs12819124,rs13268508,rs1426385,rs2237897,rs2283164,rs2283220,rs234866,rs244080,rs3067768,rs3110641,rs3110649,rs3132520,rs33966734,rs340874,rs348330,rs35276020,rs4450871,rs452338,rs4679370,rs4711750,rs56952027,rs5763857,rs58584712,rs6026557,rs6474549,rs719727,rs72631105,rs7501939,rs7747095,rs79687284,rs79696944,rs7974748,rs8035987,rs8121708,rs9316500,rs9348441,rs9677933	ADA,ASCL2,BCL2L11,BYSL,CDKN1C,CEBPB,CENPU,COL2A1,DMRT2,DNAJB6,EYA1,FGFR2,GLI2,GNAS,HEG1,HHEX,HNF1B,HSF1,IGF2,LIF,MBNL1,MSX1,NUP133,PAX1,POU5F1,PROX1,PTPRR,RNASEH2B,RSPO3,SIN3A,SOX4,TET1,TGFB1,VEGFA,ZMIZ1
GO Biological Process	GO:0051338	regulation of transferase activity	30	3.792404e-9	4.898648e-5	1.632883e-6	2.171812e+0	2.854759e+1	62	1.041883e-1	2.262774e-1	21	3.734231e-7	4.823506e-3	2.296908e-4	2.150457e+0	2.278586e+1	49	995	1.139535e-1	4.924623e-2	rs1050828,rs10811661,rs10849001,rs10882102,rs11042751,rs11466334,rs116401167,rs11696357,rs11708067,rs12003808,rs1215466,rs12555274,rs12641088,rs12855,rs12912777,rs13303359,rs13322435,rs1333045,rs147287548,rs1496653,rs15943,rs17772814,rs1801282,rs1822105,rs2066827,rs2169387,rs2203452,rs2237897,rs2283164,rs2283220,rs234866,rs244080,rs3067768,rs3217854,rs33966734,rs340874,rs35048168,rs35276020,rs3774723,rs4238013,rs452338,rs459193,rs4684859,rs4711750,rs4898364,rs55911137,rs55933149,rs58584712,rs5868014,rs61044233,rs61506637,rs61791116,rs6752053,rs6813195,rs7067540,rs7252150,rs76263492,rs76895963,rs7747095,rs780094,rs79687284,rs8121708	ACSL1,ADCY5,ANAPC1,ATP2B4,CCND1,CCND2,CCND3,CCNL1,CDKN1B,CDKN1C,CDKN2B,CDKN2C,DCUN1D4,DUSP9,ERN1,FAM58A,FBXW7,FGFR3,FOXA2,GCKR,HHEX,IGF2,IKBKG,INSR,IRS1,LEP,LRRC66,LRTM1,MAP2K7,MAP3K1,MAP3K15,MYC,PDCD4,PDGFC,PKIG,PPARG,PROX1,PSMD6,PTPN1,RASGRP1,SPRED2,SPRY2,TGFB1,THBS1,TIGAR,TNIK,TNKS,UBE2E1,VEGFA
