# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
GO Biological Process	GO:0035166	post-embryonic hemopoiesis	21	1.816003e-6	2.345731e-2	1.117015e-3	4.794558e+1	8.342791e-2	4	5.637021e-4	2.702703e-2	701	3.925955e-2	1.000000e+0	7.234174e-1	2.513655e+1	3.978271e-2	1	3	4.016064e-3	3.333333e-1	rs10759243,rs10816625,rs13294895,rs676256	KLF4
GO Biological Process	GO:0048608	reproductive structure development	22	2.160483e-6	2.790696e-2	1.268498e-3	3.029477e+0	7.592070e+0	23	5.129777e-2	1.554054e-1	3	7.484291e-7	9.667459e-3	3.222486e-3	3.634199e+0	5.503275e+0	20	415	8.032129e-2	4.819277e-2	rs10941679,rs11199914,rs12546444,rs12710696,rs1292011,rs1830298,rs2046210,rs2588809,rs2747652,rs2823093,rs28512361,rs28539243,rs2981578,rs45631563,rs4849887,rs514192,rs58058861,rs6122906,rs67958007,rs71801447,rs720475,rs75915166,rs999737	BCL2L11,CASP8,CCND1,CEBPB,ESR1,FGF10,FGFR2,GATA3,GLI2,GRHL2,INHBB,IRX5,NOBOX,NRIP1,OSR1,TBX3,TNFSF10,WNT7B,ZFP36L1,ZFPM2
GO Biological Process	GO:0000122	negative regulation of transcription from RNA polymerase II promoter	23	2.244324e-6	2.898993e-2	1.260432e-3	2.334824e+0	1.456213e+1	34	9.839276e-2	2.297297e-1	6	2.629499e-6	3.396524e-2	5.660873e-3	2.652600e+0	1.055568e+1	28	796	1.124498e-1	3.517588e-2	rs10759243,rs10816625,rs11199914,rs113577745,rs116095464,rs11780156,rs11820646,rs12048493,rs12422552,rs12546444,rs12710696,rs1292011,rs13267382,rs13294895,rs17156577,rs2016394,rs2046210,rs2747652,rs2823093,rs2981578,rs35951924,rs3903072,rs45631563,rs4849887,rs527616,rs6562760,rs676256,rs6762644,rs67958007,rs7107217,rs71559437,rs75915166,rs7904519,rs9257408	AHRR,ATF7IP,BARX2,BHLHE40,CCND1,CUX1,DLX2,ESR1,FGFR2,GATA3,GLI2,ISL1,JAZF1,KCTD1,KLF11,KLF12,KLF4,KLF5,MYC,NRIP1,OSR1,OTUD7B,OVOL1,TBX3,TCF7L2,TRIM27,TRPS1,ZFPM2
GO Biological Process	GO:0061458	reproductive system development	24	2.368958e-6	3.059983e-2	1.274993e-3	3.012729e+0	7.634275e+0	23	5.158294e-2	1.554054e-1	4	8.372345e-7	1.081456e-2	2.703640e-3	3.608117e+0	5.543058e+0	20	418	8.032129e-2	4.784689e-2	rs10941679,rs11199914,rs12546444,rs12710696,rs1292011,rs1830298,rs2046210,rs2588809,rs2747652,rs2823093,rs28512361,rs28539243,rs2981578,rs45631563,rs4849887,rs514192,rs58058861,rs6122906,rs67958007,rs71801447,rs720475,rs75915166,rs999737	BCL2L11,CASP8,CCND1,CEBPB,ESR1,FGF10,FGFR2,GATA3,GLI2,GRHL2,INHBB,IRX5,NOBOX,NRIP1,OSR1,TBX3,TNFSF10,WNT7B,ZFP36L1,ZFPM2
GO Biological Process	GO:0060669	embryonic placenta morphogenesis	25	2.410755e-6	3.113972e-2	1.245589e-3	1.201517e+1	5.825969e-1	7	3.936466e-3	4.729730e-2	96	3.586792e-4	1.000000e+0	4.826103e-2	1.160148e+1	3.447835e-1	4	26	1.606426e-2	1.538462e-1	rs11199914,rs2588809,rs28512361,rs2981578,rs45631563,rs514192,rs999737	FGFR2,GRHL2,WNT7B,ZFP36L1
GO Biological Process	GO:0016331	morphogenesis of embryonic epithelium	26	2.431300e-6	3.140510e-2	1.207889e-3	4.641795e+0	3.016075e+0	14	2.037888e-2	9.459459e-2	15	1.895982e-5	2.449040e-1	1.632693e-2	5.348201e+0	1.869788e+0	10	141	4.016064e-2	7.092199e-2	rs10941679,rs11075995,rs11199914,rs12710696,rs17426269,rs17817449,rs2223621,rs28512361,rs28539243,rs2981578,rs45631563,rs4849887,rs514192,rs67958007	FGF10,FGFR2,GATA3,GLI2,GRHL2,IRX3,LMO4,OSR1,SOX4,WNT7B
GO Biological Process	GO:0071409	cellular response to cycloheximide	27	2.659316e-6	3.435038e-2	1.272236e-3	4.351297e+1	9.192661e-2	4	6.211257e-4	2.702703e-2	701	3.925955e-2	1.000000e+0	7.234174e-1	2.513655e+1	3.978271e-2	1	3	4.016064e-3	3.333333e-1	rs10759243,rs10816625,rs13294895,rs676256	KLF4
GO Biological Process	GO:0060443	mammary gland morphogenesis	28	3.107352e-6	4.013767e-2	1.433488e-3	7.747797e+0	1.161621e+0	9	7.848787e-3	6.081081e-2	13	1.560434e-5	2.015613e-1	1.550471e-2	1.103556e+1	5.436971e-1	6	41	2.409639e-2	1.463415e-1	rs10941679,rs11199914,rs12493607,rs1292011,rs2046210,rs2747652,rs2981578,rs45631563,rs4849887	ESR1,FGF10,FGFR2,GLI2,TBX3,TGFBR2
GO Biological Process	GO:0046898	response to cycloheximide	29	3.248370e-6	4.195920e-2	1.446869e-3	4.135136e+1	9.673200e-2	4	6.535946e-4	2.702703e-2	858	5.200188e-2	1.000000e+0	7.828768e-1	1.885241e+1	5.304362e-2	1	4	4.016064e-3	2.500000e-1	rs10759243,rs10816625,rs13294895,rs676256	KLF4
GO Biological Process	GO:0048660	regulation of smooth muscle cell proliferation	30	3.375433e-6	4.360047e-2	1.453349e-3	5.320090e+0	2.255601e+0	12	1.524055e-2	8.108108e-2	220	4.148763e-3	1.000000e+0	2.435890e-1	3.968928e+0	1.511743e+0	6	114	2.409639e-2	5.263158e-2	rs10069690,rs10759243,rs10816625,rs11199914,rs12493607,rs13294895,rs2981578,rs3215401,rs45631563,rs676256,rs6805189,rs7904519	FGFR2,FOXP1,KLF4,TCF7L2,TERT,TGFBR2
GO Biological Process	GO:0060711	labyrinthine layer development	31	3.904270e-6	5.043146e-2	1.626821e-3	8.960800e+0	8.927774e-1	8	6.032280e-3	5.405405e-2	101	4.235853e-4	1.000000e+0	5.417279e-2	7.855171e+0	6.365234e-1	5	48	2.008032e-2	1.041667e-1	rs11199914,rs1830298,rs2588809,rs28512361,rs2981578,rs45631563,rs514192,rs999737	CASP8,FGFR2,GRHL2,WNT7B,ZFP36L1
GO Biological Process	GO:0033993	response to lipid	32	4.287065e-6	5.537602e-2	1.730501e-3	2.392242e+0	1.295856e+1	31	8.755781e-2	2.094595e-1	93	3.122188e-4	1.000000e+0	4.336484e-2	2.172667e+0	1.104633e+1	24	833	9.638554e-2	2.881152e-2	rs10759243,rs10816625,rs10941679,rs11117758,rs11199914,rs12493607,rs12710696,rs13294895,rs13365225,rs1353747,rs1830298,rs1895062,rs2046210,rs2588809,rs2747652,rs2823093,rs28512361,rs2943559,rs2981578,rs35951924,rs45631563,rs58847541,rs6122906,rs6472903,rs6725517,rs676256,rs6805189,rs71338792,rs7529522,rs75915166,rs999737	ADCY3,CASP8,CCND1,CEBPB,ESR1,ESRRG,FBXO32,FGF10,FGFR2,FOXP1,GDAP2,GIPR,HNF4G,ISL1,KLF4,NRIP1,OSR1,PAPPA,PDE4D,TGFBR2,TPCN2,WNT7B,ZFP36L1,ZNF703
GO Biological Process	GO:0048333	mesodermal cell differentiation	33	4.522647e-6	5.841903e-2	1.770274e-3	1.090547e+1	6.418796e-1	7	4.337024e-3	4.729730e-2	824	4.619907e-2	1.000000e+0	7.242153e-1	5.800741e+0	3.447835e-1	2	26	8.032129e-3	7.692308e-2	rs10759243,rs10816625,rs11199914,rs13294895,rs2981578,rs45631563,rs676256	FGFR2,KLF4
GO Biological Process	GO:0043066	negative regulation of apoptotic process	34	5.789159e-6	7.477857e-2	2.199370e-3	2.403190e+0	1.248341e+1	30	8.434733e-2	2.027027e-1	52	1.271789e-4	1.000000e+0	3.159173e-2	2.260481e+0	1.105959e+1	25	834	1.004016e-1	2.997602e-2	rs10069690,rs10759243,rs10816625,rs10941679,rs11199914,rs11627032,rs11780156,rs12710696,rs1292011,rs13294895,rs1830298,rs1895062,rs2016394,rs2594714,rs2981578,rs3215401,rs35951924,rs45631563,rs4784227,rs4849887,rs58058861,rs6122906,rs62355902,rs6597981,rs676256,rs67958007,rs6805189,rs704010,rs73006998,rs7904519	CASP8,CEBPB,FGF10,FGFR2,FOXP1,GATA3,GLI2,IL6ST,ISL1,ITGA6,KLF4,LGMN,MYC,NANOS3,OSR1,PIDD1,PPIF,PTPN1,SIAH2,TBX3,TCF7L2,TERT,TNFSF10,TOX3,TRIM32
GO Biological Process	GO:0002009	morphogenesis of an epithelium	35	5.941741e-6	7.674947e-2	2.192842e-3	2.766268e+0	8.675948e+0	24	5.862127e-2	1.621622e-1	48	1.107182e-4	1.000000e+0	2.979473e-2	2.971808e+0	5.383927e+0	16	406	6.425703e-2	3.940887e-2	rs10759243,rs10816625,rs10941679,rs11075995,rs11199914,rs11780156,rs12493607,rs12710696,rs1292011,rs13294895,rs17426269,rs17817449,rs2046210,rs2223621,rs2747652,rs28512361,rs28539243,rs2981578,rs45631563,rs4849887,rs514192,rs676256,rs67958007,rs77528541	ESR1,FAT4,FGF10,FGFR2,GATA3,GLI2,GRHL2,IRX3,KLF4,LMO4,MYC,OSR1,SOX4,TBX3,TGFBR2,WNT7B
GO Biological Process	GO:0060548	negative regulation of cell death	36	6.180545e-6	7.983410e-2	2.217614e-3	2.306586e+0	1.387331e+1	32	9.373861e-2	2.162162e-1	45	1.033052e-4	1.000000e+0	2.965318e-2	2.203528e+0	1.225308e+1	27	924	1.084337e-1	2.922078e-2	rs10069690,rs10759243,rs10816625,rs10941679,rs11199914,rs11627032,rs11780156,rs12546444,rs12710696,rs1292011,rs13294895,rs1830298,rs1895062,rs2016394,rs2223621,rs2594714,rs2981578,rs3215401,rs35951924,rs45631563,rs4784227,rs4849887,rs58058861,rs6122906,rs62355902,rs6597981,rs676256,rs67958007,rs6805189,rs704010,rs73006998,rs7904519	CASP8,CEBPB,FGF10,FGFR2,FOXP1,GATA3,GLI2,IL6ST,ISL1,ITGA6,KLF4,LGMN,MYC,NANOS3,OSR1,PIDD1,PPIF,PTPN1,SIAH2,SOX4,TBX3,TCF7L2,TERT,TNFSF10,TOX3,TRIM32,ZFPM2
GO Biological Process	GO:0060667	branch elongation involved in salivary gland morphogenesis	37	6.315126e-6	8.157248e-2	2.204662e-3	3.489823e+1	1.146190e-1	4	7.744527e-4	2.702703e-2	64	1.751547e-4	1.000000e+0	3.535114e-2	7.540964e+1	2.652181e-2	2	2	8.032129e-3	1.000000e+0	rs10941679,rs11199914,rs2981578,rs45631563	FGF10,FGFR2
GO Biological Process	GO:0060615	mammary gland bud formation	37	6.315126e-6	8.157248e-2	2.204662e-3	3.489823e+1	1.146190e-1	4	7.744527e-4	2.702703e-2	64	1.751547e-4	1.000000e+0	3.535114e-2	7.540964e+1	2.652181e-2	2	2	8.032129e-3	1.000000e+0	rs10941679,rs11199914,rs2981578,rs45631563	FGF10,FGFR2
GO Biological Process	GO:0060595	fibroblast growth factor receptor signaling pathway involved in mammary gland specification	37	6.315126e-6	8.157248e-2	2.204662e-3	3.489823e+1	1.146190e-1	4	7.744527e-4	2.702703e-2	64	1.751547e-4	1.000000e+0	3.535114e-2	7.540964e+1	2.652181e-2	2	2	8.032129e-3	1.000000e+0	rs10941679,rs11199914,rs2981578,rs45631563	FGF10,FGFR2
GO Biological Process	GO:0060915	mesenchymal cell differentiation involved in lung development	37	6.315126e-6	8.157248e-2	2.204662e-3	3.489823e+1	1.146190e-1	4	7.744527e-4	2.702703e-2	64	1.751547e-4	1.000000e+0	3.535114e-2	7.540964e+1	2.652181e-2	2	2	8.032129e-3	1.000000e+0	rs10941679,rs11199914,rs2981578,rs45631563	FGF10,FGFR2
GO Biological Process	GO:0001701	in utero embryonic development	41	7.103780e-6	9.175953e-2	2.238037e-3	3.382987e+0	5.320741e+0	18	3.595096e-2	1.216216e-1	18	2.002569e-5	2.586718e-1	1.437066e-2	3.613880e+0	4.150663e+0	15	313	6.024096e-2	4.792332e-2	rs10760444,rs11199914,rs12493607,rs12546444,rs1292011,rs1830298,rs2588809,rs28512361,rs2981578,rs45631563,rs4808801,rs4849887,rs514192,rs6122906,rs67958007,rs704010,rs71801447,rs999737	BCL2L11,CASP8,CEBPB,ELL,FGFR2,GATA3,GLI2,GRHL2,LMX1B,TBX3,TGFBR2,WNT7B,ZFP36L1,ZFPM2,ZMIZ1
GO Biological Process	GO:0014070	response to organic cyclic compound	42	7.246161e-6	9.359866e-2	2.228540e-3	2.288800e+0	1.398113e+1	32	9.446708e-2	2.162162e-1	62	1.643246e-4	1.000000e+0	3.423518e-2	2.180924e+0	1.192155e+1	26	899	1.044177e-1	2.892102e-2	rs10069690,rs10759243,rs10816625,rs10941679,rs11117758,rs12493607,rs13294895,rs13365225,rs1353747,rs1830298,rs1895062,rs2016394,rs2046210,rs2432539,rs2588809,rs2747652,rs2823093,rs28512361,rs2943559,rs3215401,rs35951924,rs4849887,rs58847541,rs6122906,rs6472903,rs6562760,rs6725517,rs676256,rs6964587,rs75915166,rs9790517,rs999737	ADCY3,AKAP9,CASP8,CCND1,CEBPB,ESR1,ESRRG,FBXO32,FGF10,GLI2,GNAO1,HNF4G,ISL1,ITGA6,KLF4,KLF5,NRIP1,PAPPA,PDE4D,TERT,TET2,TGFBR2,TPCN2,WNT7B,ZFP36L1,ZNF703
GO Biological Process	GO:0071499	cellular response to laminar fluid shear stress	43	7.561207e-6	9.766811e-2	2.271351e-3	3.332697e+1	1.200229e-1	4	8.109656e-4	2.702703e-2	1223	8.922768e-2	1.000000e+0	9.423990e-1	1.077281e+1	9.282633e-2	1	7	4.016064e-3	1.428571e-1	rs10759243,rs10816625,rs13294895,rs676256	KLF4
GO Biological Process	GO:0043069	negative regulation of programmed cell death	44	7.618518e-6	9.840840e-2	2.236554e-3	2.369772e+0	1.265944e+1	30	8.553678e-2	2.027027e-1	59	1.586186e-4	1.000000e+0	3.472672e-2	2.228417e+0	1.121873e+1	25	846	1.004016e-1	2.955083e-2	rs10069690,rs10759243,rs10816625,rs10941679,rs11199914,rs11627032,rs11780156,rs12710696,rs1292011,rs13294895,rs1830298,rs1895062,rs2016394,rs2594714,rs2981578,rs3215401,rs35951924,rs45631563,rs4784227,rs4849887,rs58058861,rs6122906,rs62355902,rs6597981,rs676256,rs67958007,rs6805189,rs704010,rs73006998,rs7904519	CASP8,CEBPB,FGF10,FGFR2,FOXP1,GATA3,GLI2,IL6ST,ISL1,ITGA6,KLF4,LGMN,MYC,NANOS3,OSR1,PIDD1,PPIF,PTPN1,SIAH2,TBX3,TCF7L2,TERT,TNFSF10,TOX3,TRIM32
GO Biological Process	GO:1901701	cellular response to oxygen-containing compound	45	7.725634e-6	9.979201e-2	2.217600e-3	2.281650e+0	1.402494e+1	32	9.476308e-2	2.162162e-1	54	1.426532e-4	1.000000e+0	3.412317e-2	2.200506e+0	1.181547e+1	26	891	1.044177e-1	2.918070e-2	rs10759243,rs10816625,rs11199914,rs113577745,rs12479355,rs12710696,rs13294895,rs13365225,rs1353747,rs1707302,rs17268829,rs2046210,rs2223621,rs2588809,rs2747652,rs2823093,rs28512361,rs2981578,rs45631563,rs4849887,rs58847541,rs6122906,rs6562760,rs6725517,rs676256,rs6815814,rs6964587,rs704010,rs71559437,rs73006998,rs738321,rs999737	ADCY3,AKAP9,BAIAP2L2,CEBPB,COL1A2,ESR1,FBXO32,FGFR2,INHBB,IRS1,KLF11,KLF4,KLF5,NRIP1,OSR1,PDE4D,PIK3R3,PPIF,PTPN1,SELENOT,SH2B2,SOX4,TLR6,WNT7B,ZFP36L1,ZNF703
GO Biological Process	GO:0023014	signal transduction by protein phosphorylation	46	8.461818e-6	1.093013e-1	2.376115e-3	3.078727e+0	6.496192e+0	20	4.389319e-2	1.351351e-1	23	3.286195e-5	4.244778e-1	1.845556e-2	3.149788e+0	5.397188e+0	17	407	6.827309e-2	4.176904e-2	rs1053338,rs10941679,rs11199914,rs11780156,rs12422552,rs12479355,rs12493607,rs12710696,rs1550623,rs204247,rs2588809,rs28512361,rs2981578,rs34207738,rs45631563,rs6122906,rs62355902,rs6964587,rs9485372,rs999737	AKAP9,FGF10,FGFR2,GRIN2B,IRS1,MAP3K1,MAP3K20,MYC,OSR1,PSMD6,PTPN1,RANBP9,RASA2,TAB2,TGFBR2,WNT7B,ZFP36L1
GO Biological Process	GO:0045444	fat cell differentiation	47	8.495300e-6	1.097338e-1	2.334761e-3	5.337066e+0	2.061058e+0	11	1.392606e-2	7.432432e-2	36	7.355921e-5	9.501643e-1	2.639345e-2	5.800741e+0	1.379134e+0	8	104	3.212851e-2	7.692308e-2	rs10759243,rs10816625,rs10941679,rs13294895,rs1895062,rs2016394,rs4849887,rs6122906,rs676256,rs75915166,rs7904519	CCND1,CEBPB,FGF10,INHBB,ITGA6,KLF4,TCF7L2,TRIM32
