# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
GO Molecular Function	GO:0001085	RNA polymerase II transcription factor binding	11	8.050512e-7	3.360284e-3	3.054803e-4	5.557617e+0	2.339132e+0	13	1.580495e-2	8.783784e-2	14	2.437514e-5	1.017418e-1	7.267274e-3	5.850748e+0	1.538265e+0	9	116	3.614458e-2	7.758621e-2	rs10759243,rs10816625,rs12546444,rs1292011,rs13267382,rs13294895,rs2046210,rs2747652,rs35951924,rs676256,rs6762644,rs67958007,rs7904519	BHLHE40,ESR1,GATA3,ISL1,KLF4,TBX3,TCF7L2,TRPS1,ZFPM2
GO Molecular Function	GO:0001221	transcription cofactor binding	12	1.156110e-6	4.825603e-3	4.021336e-4	1.058368e+1	7.558808e-1	8	5.107303e-3	5.405405e-2	48	1.191635e-2	1.000000e+0	1.000000e+0	6.284137e+0	4.773926e-1	3	36	1.204819e-2	8.333333e-2	rs10069690,rs10759243,rs10816625,rs13294895,rs2046210,rs2747652,rs3215401,rs676256	ESR1,KLF4,TERT
GO Molecular Function	GO:0035014	phosphatidylinositol 3-kinase regulator activity	13	1.938430e-6	8.091007e-3	6.223851e-4	2.546878e+1	1.963188e-1	5	1.326478e-3	3.378378e-2	39	7.347559e-3	1.000000e+0	7.863772e-1	1.508193e+1	1.326090e-1	2	10	8.032129e-3	2.000000e-1	rs10759243,rs10816625,rs13294895,rs1707302,rs676256	KLF4,PIK3R3
GO Molecular Function	GO:0008134	transcription factor binding	14	2.771730e-6	1.156920e-2	8.263715e-4	2.812014e+0	8.890425e+0	25	6.007044e-2	1.689189e-1	15	2.926998e-5	1.221729e-1	8.144860e-3	2.840288e+0	7.041540e+0	20	531	8.032129e-2	3.766478e-2	rs10069690,rs10759243,rs10816625,rs11780156,rs12546444,rs1292011,rs13267382,rs13294895,rs13365225,rs17426269,rs1895062,rs2046210,rs2747652,rs2823093,rs3215401,rs35951924,rs4849887,rs527616,rs6122906,rs6562760,rs676256,rs6762644,rs67958007,rs75915166,rs7904519	BHLHE40,CCND1,CEBPB,ESR1,GATA3,GLI2,ISL1,KCTD1,KLF4,KLF5,LMO4,MYC,NRIP1,TBX3,TCF7L2,TERT,TRIM32,TRPS1,ZFPM2,ZNF703
GO Molecular Function	GO:0001191	transcriptional repressor activity, RNA polymerase II transcription factor binding	15	1.179824e-5	4.924585e-2	3.283057e-3	5.150332e+0	2.135784e+0	11	1.443098e-2	7.432432e-2	16	4.468898e-5	1.865318e-1	1.165824e-2	6.219352e+0	1.286308e+0	8	97	3.212851e-2	8.247423e-2	rs10759243,rs10816625,rs116095464,rs12546444,rs13294895,rs2223621,rs35951924,rs4233486,rs6001930,rs676256,rs6762644	AHRR,BHLHE40,CITED4,ISL1,KLF4,MKL1,SOX4,ZFPM2
GO Molecular Function	GO:0001077	transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding	16	1.627498e-5	6.793177e-2	4.245735e-3	3.053085e+0	6.223213e+0	19	4.204874e-2	1.283784e-1	13	1.870628e-5	7.808001e-2	6.006155e-3	3.853047e+0	3.633488e+0	14	274	5.622490e-2	5.109489e-2	rs10759243,rs10816625,rs113577745,rs11780156,rs13294895,rs2046210,rs2223621,rs2747652,rs2787486,rs2943559,rs35951924,rs4562056,rs4849887,rs6122906,rs6472903,rs6562760,rs676256,rs67958007,rs720475	CEBPB,ESR1,FOXI1,GATA3,GLI2,GRHL1,HLF,HNF4G,ISL1,KLF4,KLF5,MYC,NOBOX,SOX4
GO Molecular Function	GO:0003721	telomerase RNA reverse transcriptase activity	17	1.740734e-5	7.265824e-2	4.274014e-3	3.371550e+2	5.931989e-3	2	4.008101e-5	1.351351e-2	51	1.326090e-2	1.000000e+0	1.000000e+0	7.540964e+1	1.326090e-2	1	1	4.016064e-3	1.000000e+0	rs10069690,rs3215401	TERT
GO Molecular Function	GO:0000977	RNA polymerase II regulatory region sequence-specific DNA binding	18	2.492175e-5	1.040234e-1	5.779077e-3	2.362829e+0	1.142698e+1	27	7.720932e-2	1.824324e-1	10	6.421565e-7	2.680361e-3	2.680361e-4	3.085501e+0	8.102413e+0	25	611	1.004016e-1	4.091653e-2	rs10760444,rs11117758,rs113577745,rs11780156,rs11820646,rs1292011,rs13267382,rs16992204,rs2016394,rs2046210,rs2236007,rs2747652,rs2787486,rs2943559,rs35951924,rs3903072,rs4562056,rs4849887,rs4951011,rs6122906,rs6472903,rs6562760,rs67958007,rs7107217,rs71559437,rs720475,rs7904519	BARX2,CEBPB,CUX1,DLX2,ESR1,ESRRG,FOXI1,GATA3,GLI2,GRHL1,HLF,HNF4G,ISL1,KLF12,KLF5,LMX1B,MYC,NOBOX,OVOL1,PAX9,RUNX1,TBX3,TCF7L2,TRPS1,ZBED6
GO Molecular Function	GO:0001190	transcriptional activator activity, RNA polymerase II transcription factor binding	19	2.670724e-5	1.114760e-1	5.867159e-3	5.896032e+0	1.526450e+0	9	1.031385e-2	6.081081e-2	17	1.408139e-4	5.877572e-1	3.457395e-2	7.540964e+0	7.956543e-1	6	60	2.409639e-2	1.000000e-1	rs10759243,rs10816625,rs12546444,rs13294895,rs2223621,rs35951924,rs4233486,rs6001930,rs676256	CITED4,ISL1,KLF4,MKL1,SOX4,ZFPM2
GO Molecular Function	GO:0001012	RNA polymerase II regulatory region DNA binding	20	2.677936e-5	1.117770e-1	5.588852e-3	2.353104e+0	1.147421e+1	27	7.752843e-2	1.824324e-1	11	6.817655e-7	2.845689e-3	2.586990e-4	3.075434e+0	8.128934e+0	25	613	1.004016e-1	4.078303e-2	rs10760444,rs11117758,rs113577745,rs11780156,rs11820646,rs1292011,rs13267382,rs16992204,rs2016394,rs2046210,rs2236007,rs2747652,rs2787486,rs2943559,rs35951924,rs3903072,rs4562056,rs4849887,rs4951011,rs6122906,rs6472903,rs6562760,rs67958007,rs7107217,rs71559437,rs720475,rs7904519	BARX2,CEBPB,CUX1,DLX2,ESR1,ESRRG,FOXI1,GATA3,GLI2,GRHL1,HLF,HNF4G,ISL1,KLF12,KLF5,LMX1B,MYC,NOBOX,OVOL1,PAX9,RUNX1,TBX3,TCF7L2,TRPS1,ZBED6
GO Molecular Function	GO:0000982	transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding	21	3.265718e-5	1.363111e-1	6.491003e-3	2.557793e+0	8.992128e+0	23	6.075762e-2	1.554054e-1	12	7.038284e-6	2.937780e-2	2.448150e-3	3.393434e+0	5.304362e+0	18	400	7.228916e-2	4.500000e-2	rs10759243,rs10816625,rs113577745,rs11780156,rs12546444,rs1292011,rs13294895,rs2046210,rs2223621,rs2747652,rs2787486,rs2943559,rs35951924,rs3903072,rs4562056,rs4849887,rs6122906,rs6472903,rs6562760,rs676256,rs6762644,rs67958007,rs720475	BHLHE40,CEBPB,ESR1,FOXI1,GATA3,GLI2,GRHL1,HLF,HNF4G,ISL1,KLF4,KLF5,MYC,NOBOX,OVOL1,SOX4,TBX3,ZFPM2
GO Molecular Function	GO:1990841	promoter-specific chromatin binding	22	3.507644e-5	1.464091e-1	6.654957e-3	1.003538e+1	5.978846e-1	6	4.039761e-3	4.054054e-2	45	9.374082e-3	1.000000e+0	8.694982e-1	6.855422e+0	4.376098e-1	3	33	1.204819e-2	9.090909e-2	rs10759243,rs10816625,rs13294895,rs35951924,rs4849887,rs676256	GLI2,ISL1,KLF4
GO Molecular Function	GO:0003968	RNA-directed 5'-3' RNA polymerase activity	23	4.150900e-5	1.732586e-1	7.532981e-3	2.181035e+2	9.169960e-3	2	6.195919e-5	1.351351e-2	88	2.634665e-2	1.000000e+0	1.000000e+0	3.770482e+1	2.652181e-2	1	2	4.016064e-3	5.000000e-1	rs10069690,rs3215401	TERT
GO Molecular Function	GO:0001076	transcription factor activity, RNA polymerase II transcription factor binding	24	5.158736e-5	2.153256e-1	8.971902e-3	4.027034e+0	2.979861e+0	12	2.013420e-2	8.108108e-2	23	2.410693e-4	1.000000e+0	4.374884e-2	4.350556e+0	2.068701e+0	9	156	3.614458e-2	5.769231e-2	rs10759243,rs10816625,rs116095464,rs12546444,rs1292011,rs13294895,rs2223621,rs35951924,rs4233486,rs6001930,rs676256,rs6762644	AHRR,BHLHE40,CITED4,ISL1,KLF4,MED13L,MKL1,SOX4,ZFPM2
GO Molecular Function	GO:0000987	core promoter proximal region sequence-specific DNA binding	25	8.054710e-5	3.362036e-1	1.344814e-2	2.622067e+0	7.627571e+0	20	5.153764e-2	1.351351e-1	19	1.587066e-4	6.624413e-1	3.486533e-2	3.008363e+0	4.986100e+0	15	376	6.024096e-2	3.989362e-2	rs10759243,rs10816625,rs113577745,rs11780156,rs1292011,rs13294895,rs2046210,rs2747652,rs2943559,rs35951924,rs3903072,rs4562056,rs4849887,rs6122906,rs6472903,rs6562760,rs676256,rs67958007,rs720475,rs7904519	CEBPB,ESR1,FOXI1,GATA3,GLI2,GRHL1,HNF4G,ISL1,KLF4,KLF5,MYC,NOBOX,OVOL1,TBX3,TCF7L2
GO Molecular Function	GO:0001159	core promoter proximal region DNA binding	26	8.814355e-5	3.679112e-1	1.415043e-2	2.604634e+0	7.678623e+0	20	5.188259e-2	1.351351e-1	20	1.730175e-4	7.221750e-1	3.610875e-2	2.984550e+0	5.025883e+0	15	379	6.024096e-2	3.957784e-2	rs10759243,rs10816625,rs113577745,rs11780156,rs1292011,rs13294895,rs2046210,rs2747652,rs2943559,rs35951924,rs3903072,rs4562056,rs4849887,rs6122906,rs6472903,rs6562760,rs676256,rs67958007,rs720475,rs7904519	CEBPB,ESR1,FOXI1,GATA3,GLI2,GRHL1,HNF4G,ISL1,KLF4,KLF5,MYC,NOBOX,OVOL1,TBX3,TCF7L2
GO Molecular Function	GO:0001134	transcription factor activity, transcription factor recruiting	27	8.953689e-5	3.737270e-1	1.384174e-2	1.759617e+1	2.273222e-1	4	1.535961e-3	2.702703e-2	282	1.705229e-1	1.000000e+0	1.000000e+0	5.386403e+0	1.856527e-1	1	14	4.016064e-3	7.142857e-2	rs10759243,rs10816625,rs13294895,rs676256	KLF4
GO Molecular Function	GO:0005007	fibroblast growth factor-activated receptor activity	28	1.172871e-4	4.895564e-1	1.748416e-2	3.275776e+1	9.158136e-2	3	6.187930e-4	2.027027e-2	168	6.457587e-2	1.000000e+0	1.000000e+0	1.508193e+1	6.630452e-2	1	5	4.016064e-3	2.000000e-1	rs11199914,rs2981578,rs45631563	FGFR2
GO Molecular Function	GO:0000989	transcription factor activity, transcription factor binding	29	1.231778e-4	5.141441e-1	1.772911e-2	2.342052e+0	9.820449e+0	23	6.635438e-2	1.554054e-1	18	1.559079e-4	6.507596e-1	3.615331e-2	2.513655e+0	7.956543e+0	20	600	8.032129e-2	3.333333e-2	rs10759243,rs10816625,rs116095464,rs12422552,rs12546444,rs1292011,rs13294895,rs17156577,rs1895062,rs2012709,rs2223621,rs2823093,rs35951924,rs4233486,rs527616,rs6001930,rs616488,rs6562760,rs676256,rs6762644,rs67958007,rs73006998,rs75915166	AHRR,ATF7IP,BHLHE40,CCND1,CITED4,GATA3,ISL1,JAZF1,KCTD1,KLF12,KLF4,MED13L,MKL1,NRIP1,PEX14,SIAH2,SOX4,SUB1,TRIM32,ZFPM2
GO Molecular Function	GO:0000988	transcription factor activity, protein binding	30	1.443133e-4	6.023637e-1	2.007879e-2	2.316877e+0	9.927156e+0	23	6.707538e-2	1.554054e-1	21	1.857136e-4	7.751686e-1	3.691279e-2	2.480580e+0	8.062630e+0	20	608	8.032129e-2	3.289474e-2	rs10759243,rs10816625,rs116095464,rs12422552,rs12546444,rs1292011,rs13294895,rs17156577,rs1895062,rs2012709,rs2223621,rs2823093,rs35951924,rs4233486,rs527616,rs6001930,rs616488,rs6562760,rs676256,rs6762644,rs67958007,rs73006998,rs75915166	AHRR,ATF7IP,BHLHE40,CCND1,CITED4,GATA3,ISL1,JAZF1,KCTD1,KLF12,KLF4,MED13L,MKL1,NRIP1,PEX14,SIAH2,SOX4,SUB1,TRIM32,ZFPM2
GO Molecular Function	GO:0047800	cysteamine dioxygenase activity	31	2.406812e-4	1.000000e+0	3.240656e-2	9.018984e+1	2.217545e-2	2	1.498341e-4	1.351351e-2	51	1.326090e-2	1.000000e+0	1.000000e+0	7.540964e+1	1.326090e-2	1	1	4.016064e-3	1.000000e+0	rs10822013,rs10995201	ADO
GO Molecular Function	GO:0042826	histone deacetylase binding	32	2.721808e-4	1.000000e+0	3.550258e-2	4.875618e+0	1.640818e+0	8	1.108661e-2	5.405405e-2	70	1.455043e-2	1.000000e+0	8.676214e-1	3.491187e+0	1.432178e+0	5	108	2.008032e-2	4.629630e-2	rs10759243,rs10816625,rs13294895,rs17426269,rs2823093,rs6122906,rs676256,rs75915166	CCND1,CEBPB,KLF4,NRIP1,PKN2
GO Molecular Function	GO:0001047	core promoter binding	33	3.825781e-4	1.000000e+0	4.839033e-2	3.465654e+0	3.174004e+0	11	2.144598e-2	7.432432e-2	38	6.987294e-3	1.000000e+0	7.674991e-1	3.160883e+0	2.214571e+0	7	167	2.811245e-2	4.191617e-2	rs10759243,rs10816625,rs13294895,rs16992204,rs2046210,rs2223621,rs2747652,rs2823093,rs6122906,rs676256,rs67958007	CEBPB,ESR1,GATA3,KLF4,NRIP1,RUNX1,SOX4
GO Molecular Function	GO:0035516	oxidative DNA demethylase activity	34	4.256856e-4	1.000000e+0	5.225917e-2	6.765210e+1	2.956301e-2	2	1.997501e-4	1.351351e-2	51	1.326090e-2	1.000000e+0	1.000000e+0	7.540964e+1	1.326090e-2	1	1	4.016064e-3	1.000000e+0	rs11075995,rs17817449	FTO
GO Molecular Function	GO:1990931	RNA N6-methyladenosine dioxygenase activity	34	4.256856e-4	1.000000e+0	5.225917e-2	6.765210e+1	2.956301e-2	2	1.997501e-4	1.351351e-2	51	1.326090e-2	1.000000e+0	1.000000e+0	7.540964e+1	1.326090e-2	1	1	4.016064e-3	1.000000e+0	rs11075995,rs17817449	FTO
GO Molecular Function	GO:0035514	DNA demethylase activity	36	4.925502e-4	1.000000e+0	5.710846e-2	6.284612e+1	3.182376e-2	2	2.150254e-4	1.351351e-2	88	2.634665e-2	1.000000e+0	1.000000e+0	3.770482e+1	2.652181e-2	1	2	4.016064e-3	5.000000e-1	rs11075995,rs17817449	FTO
GO Molecular Function	GO:0016303	1-phosphatidylinositol-3-kinase activity	37	7.393586e-4	1.000000e+0	8.340764e-2	5.672979e+0	1.057645e+0	6	7.146252e-3	4.054054e-2	32	2.482504e-3	1.000000e+0	3.238116e-1	7.014850e+0	5.702189e-1	4	43	1.606426e-2	9.302326e-2	rs10941679,rs11199914,rs12479355,rs1707302,rs2981578,rs45631563	FGF10,FGFR2,IRS1,PIK3R3
GO Molecular Function	GO:0052742	phosphatidylinositol kinase activity	38	8.617013e-4	1.000000e+0	9.465108e-2	5.506129e+0	1.089695e+0	6	7.362803e-3	4.054054e-2	35	4.310127e-3	1.000000e+0	5.140134e-1	6.032771e+0	6.630452e-1	4	50	1.606426e-2	8.000000e-2	rs10941679,rs11199914,rs12479355,rs1707302,rs2981578,rs45631563	FGF10,FGFR2,IRS1,PIK3R3
GO Molecular Function	GO:0051427	hormone receptor binding	39	9.104217e-4	1.000000e+0	9.743847e-2	3.649566e+0	2.466047e+0	9	1.666248e-2	6.081081e-2	30	1.406267e-3	1.000000e+0	1.956586e-1	3.747063e+0	2.135006e+0	8	161	3.212851e-2	4.968944e-2	rs2046210,rs2432539,rs2747652,rs2823093,rs35951924,rs6122906,rs6805189,rs7297051,rs7904519	CEBPB,ESR1,FOXP1,GNAO1,ISL1,NRIP1,PTHLH,TCF7L2
GO Molecular Function	GO:0003682	chromatin binding	40	9.441274e-4	1.000000e+0	9.851969e-2	2.285157e+0	7.876921e+0	18	5.322244e-2	1.216216e-1	75	1.714622e-2	1.000000e+0	9.542443e-1	1.948957e+0	6.670235e+0	13	503	5.220884e-2	2.584493e-2	rs1053338,rs10759243,rs10816625,rs113577745,rs11820646,rs13267382,rs13294895,rs2016394,rs2046210,rs2747652,rs35951924,rs4784227,rs4849887,rs514192,rs6122906,rs676256,rs67958007,rs7107217	ATXN7,BARX2,CEBPB,DLX2,ESR1,GATA3,GLI2,GRHL1,GRHL2,ISL1,KLF4,TOX3,TRPS1
GO Molecular Function	GO:0034056	estrogen response element binding	41	9.769541e-4	1.000000e+0	9.945869e-2	1.577682e+1	1.901523e-1	3	1.284813e-3	2.027027e-2	28	1.032584e-3	1.000000e+0	1.539288e-1	3.770482e+1	5.304362e-2	2	4	8.032129e-3	5.000000e-1	rs2046210,rs2747652,rs4784227	ESR1,TOX3
GO Molecular Function	GO:0001223	transcription coactivator binding	42	1.004985e-3	1.000000e+0	9.987637e-2	9.239839e+0	4.329080e-1	4	2.925054e-3	2.702703e-2	111	2.844098e-2	1.000000e+0	1.000000e+0	7.540964e+0	2.652181e-1	2	20	8.032129e-3	1.000000e-1	rs10069690,rs2046210,rs2747652,rs3215401	ESR1,TERT
