# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
GO Biological Process	GO:0001819	positive regulation of cytokine production	11	3.717391e-13	4.801754e-9	4.365231e-10	5.862984e+0	4.434602e+0	26	3.309405e-2	1.940299e-1	14	3.197548e-14	4.130273e-10	2.950195e-11	5.734582e+0	5.057038e+0	29	386	1.178862e-1	7.512953e-2	rs10781499,rs10797432,rs11230563,rs11548656,rs11581607,rs11614178,rs11742570,rs13001325,rs138788,rs1479918,rs1569723,rs16940202,rs17119,rs17293632,rs1811711,rs2066844,rs2188962,rs28449958,rs3024505,rs3766606,rs4256018,rs4743820,rs56167332,rs7554511,rs75900472,rs913678	CARD9,CCL20,CD40,CD6,CD83,CEBPB,FERMT1,HMOX1,IFNG,IL10,IL12B,IL12RB2,IL18R1,IL1RL1,IL2,IL23R,IL27,INAVA,IRF1,IRF8,JAK2,MAPKAPK2,NOD2,PARK7,PLCG2,PTGER4,SMAD3,SYK,TNFRSF14
GO Biological Process	GO:1903037	regulation of leukocyte cell-cell adhesion	12	4.605118e-13	5.948431e-9	4.957026e-10	5.807318e+0	4.477110e+0	26	3.341127e-2	1.940299e-1	6	3.006587e-16	3.883608e-12	6.472681e-13	6.853092e+0	4.231666e+0	29	323	1.178862e-1	8.978328e-2	rs1042058,rs10797432,rs11221332,rs11230563,rs11236797,rs11581607,rs11614178,rs1250550,rs1479918,rs17119,rs2066844,rs2188962,rs28449958,rs3024505,rs4743820,rs56167332,rs6740847,rs6863411,rs6927022,rs7240004,rs7282490,rs7517810,rs7746082,rs80244186,rs80262450,rs913678	CD5,CD6,CD83,CEBPB,CYLD,ETS1,HLA-DQA1,HLA-DQA2,ICOSLG,IFNG,IL10,IL12B,IL2,IL23R,IL27,IRF1,ITGA4,LRRC32,MAP3K8,NDFIP1,NOD2,PRDM1,PTPN2,SMAD7,SYK,TNFRSF14,TNFSF11,TNFSF18,ZMIZ1
GO Biological Process	GO:0042110	T cell activation	13	5.317894e-13	6.869124e-9	5.283941e-10	7.228301e+0	3.043592e+0	22	2.271337e-2	1.641791e-1	19	1.534822e-13	1.982530e-9	1.043437e-10	7.632927e+0	2.882250e+0	22	220	8.943089e-2	1.000000e-1	rs10495903,rs11614178,rs11742570,rs12568930,rs12942547,rs13001325,rs1479918,rs17293632,rs2066844,rs2188962,rs2593855,rs4409764,rs4743820,rs4845604,rs56167332,rs67289879,rs71559680,rs7282490,rs7517810,rs80262450,rs9358372,rs9557195	CCND3,CYLD,FOXP1,GPR18,GPR183,ICOSLG,IFNG,IL12B,IL18R1,IL2,IRF1,NKX2-3,PTGER4,PTPN2,RORC,SMAD3,SOX4,STAT3,SYK,TNFSF18,WNT4,ZFP36L2
GO Biological Process	GO:0071593	lymphocyte aggregation	14	5.706998e-13	7.371729e-9	5.265521e-10	7.202201e+0	3.054622e+0	22	2.279568e-2	1.641791e-1	20	1.848785e-13	2.388076e-9	1.194038e-10	7.564162e+0	2.908452e+0	22	222	8.943089e-2	9.909910e-2	rs10495903,rs11614178,rs11742570,rs12568930,rs12942547,rs13001325,rs1479918,rs17293632,rs2066844,rs2188962,rs2593855,rs4409764,rs4743820,rs4845604,rs56167332,rs67289879,rs71559680,rs7282490,rs7517810,rs80262450,rs9358372,rs9557195	CCND3,CYLD,FOXP1,GPR18,GPR183,ICOSLG,IFNG,IL12B,IL18R1,IL2,IRF1,NKX2-3,PTGER4,PTPN2,RORC,SMAD3,SOX4,STAT3,SYK,TNFSF18,WNT4,ZFP36L2
GO Biological Process	GO:0007159	leukocyte cell-cell adhesion	15	8.795434e-13	1.136106e-8	7.574041e-10	6.622542e+0	3.472987e+0	23	2.591781e-2	1.716418e-1	26	5.255173e-13	6.788107e-9	2.610810e-10	6.778275e+0	3.393194e+0	23	259	9.349593e-2	8.880309e-2	rs10495903,rs11614178,rs11742570,rs12568930,rs12942547,rs13001325,rs1479918,rs17293632,rs2066844,rs2188962,rs2593855,rs4409764,rs4743820,rs4845604,rs56167332,rs67289879,rs6740847,rs71559680,rs7282490,rs7517810,rs80262450,rs9358372,rs9557195	CCND3,CYLD,FOXP1,GPR18,GPR183,ICOSLG,IFNG,IL12B,IL18R1,IL2,IRF1,ITGA4,NKX2-3,PTGER4,PTPN2,RORC,SMAD3,SOX4,STAT3,SYK,TNFSF18,WNT4,ZFP36L2
GO Biological Process	GO:0070486	leukocyte aggregation	16	9.151649e-13	1.182119e-8	7.388241e-10	7.029753e+0	3.129555e+0	22	2.335489e-2	1.641791e-1	24	3.193687e-13	4.125285e-9	1.718869e-10	7.365105e+0	2.987059e+0	22	228	8.943089e-2	9.649123e-2	rs10495903,rs11614178,rs11742570,rs12568930,rs12942547,rs13001325,rs1479918,rs17293632,rs2066844,rs2188962,rs2593855,rs4409764,rs4743820,rs4845604,rs56167332,rs67289879,rs71559680,rs7282490,rs7517810,rs80262450,rs9358372,rs9557195	CCND3,CYLD,FOXP1,GPR18,GPR183,ICOSLG,IFNG,IL12B,IL18R1,IL2,IRF1,NKX2-3,PTGER4,PTPN2,RORC,SMAD3,SOX4,STAT3,SYK,TNFSF18,WNT4,ZFP36L2
GO Biological Process	GO:0019221	cytokine-mediated signaling pathway	17	9.229787e-13	1.192212e-8	7.013009e-10	5.373575e+0	5.024588e+0	27	3.749692e-2	2.014925e-1	33	6.106158e-12	7.887324e-8	2.390098e-9	4.349646e+0	7.127017e+0	31	544	1.260163e-1	5.698529e-2	rs10797432,rs11581607,rs11614178,rs11879191,rs12942547,rs13001325,rs1569723,rs16940202,rs17656349,rs17694108,rs1811711,rs2188962,rs2284553,rs2413583,rs28449958,rs3024505,rs3091316,rs395157,rs4676408,rs56167332,rs59043219,rs6062496,rs6927022,rs7517810,rs75900472,rs7954567,rs80244186	CAMK2A,CCL20,CCL7,CD40,CEBPA,GPR35,HLA-DQA1,HLA-DQA2,IFNG,IFNGR2,IL10,IL12B,IL12RB2,IL18R1,IL1RL1,IL23R,IL27,IRF1,IRF6,IRF8,JAK2,LTBR,OSMR,PDGFB,STAT3,STAT5A,TNFRSF14,TNFRSF6B,TNFSF11,TNFSF18,TYK2
GO Biological Process	GO:0002237	response to molecule of bacterial origin	18	1.101843e-12	1.423251e-8	7.906948e-10	6.187029e+0	3.879083e+0	24	2.894838e-2	1.791045e-1	17	9.635803e-14	1.244657e-9	7.321510e-11	6.260445e+0	4.153060e+0	26	317	1.056911e-1	8.201893e-2	rs10781499,rs10797432,rs11230563,rs11548656,rs11581607,rs11614178,rs11741861,rs11742570,rs1569723,rs16940202,rs1811711,rs2024092,rs2066844,rs2593855,rs3024505,rs56167332,rs6062496,rs6920220,rs7517810,rs7554511,rs75900472,rs7954567,rs913678,rs921720	CARD9,CCL20,CD40,CD6,CEBPB,FASLG,FOXP1,IFNG,IL10,IL12B,IL12RB2,IL23R,INAVA,IRF8,IRGM,JAK2,LTBR,MAPKAPK2,NOD2,PLCG2,PTGER4,SBNO2,TNFAIP3,TNFRSF14,TNFRSF6B,TRIB1
GO Biological Process	GO:0051707	response to other organism	19	1.328909e-12	1.716552e-8	9.034483e-10	4.358644e+0	7.341733e+0	32	5.478906e-2	2.388060e-1	61	6.732321e-10	8.696139e-6	1.425597e-7	3.340019e+0	1.017958e+1	34	777	1.382114e-1	4.375804e-2	rs1042058,rs10781499,rs10797432,rs11230563,rs11548656,rs11581607,rs11614178,rs11741861,rs11742570,rs1569723,rs16940202,rs17293632,rs1811711,rs2024092,rs2066844,rs2188962,rs2284553,rs2593855,rs28449958,rs3024505,rs4656958,rs4743820,rs56167332,rs6062496,rs6752107,rs6920220,rs7517810,rs7554511,rs75900472,rs7954567,rs913678,rs921720	ATG16L1,CARD9,CCL20,CD40,CD6,CEBPB,FASLG,FOXP1,IFNG,IFNGR2,IL10,IL12B,IL12RB2,IL23R,IL27,INAVA,IRF1,IRF8,IRGM,ITLN1,JAK2,LTBR,LYZL2,MAPKAPK2,NOD2,PLCG2,PTGER4,SBNO2,SMAD3,SYK,TNFAIP3,TNFRSF14,TNFRSF6B,TRIB1
GO Biological Process	GO:0043207	response to external biotic stimulus	20	1.607859e-12	2.076871e-8	1.038436e-9	4.327170e+0	7.395133e+0	32	5.518756e-2	2.388060e-1	62	7.438293e-10	9.608043e-6	1.549684e-7	3.327173e+0	1.021888e+1	34	780	1.382114e-1	4.358974e-2	rs1042058,rs10781499,rs10797432,rs11230563,rs11548656,rs11581607,rs11614178,rs11741861,rs11742570,rs1569723,rs16940202,rs17293632,rs1811711,rs2024092,rs2066844,rs2188962,rs2284553,rs2593855,rs28449958,rs3024505,rs4656958,rs4743820,rs56167332,rs6062496,rs6752107,rs6920220,rs7517810,rs7554511,rs75900472,rs7954567,rs913678,rs921720	ATG16L1,CARD9,CCL20,CD40,CD6,CEBPB,FASLG,FOXP1,IFNG,IFNGR2,IL10,IL12B,IL12RB2,IL23R,IL27,INAVA,IRF1,IRF8,IRGM,ITLN1,JAK2,LTBR,LYZL2,MAPKAPK2,NOD2,PLCG2,PTGER4,SBNO2,SMAD3,SYK,TNFAIP3,TNFRSF14,TNFRSF6B,TRIB1
GO Biological Process	GO:0071345	cellular response to cytokine stimulus	21	1.835096e-12	2.370394e-8	1.128759e-9	3.923066e+0	8.921595e+0	35	6.657906e-2	2.611940e-1	15	7.071553e-14	9.134325e-10	6.089550e-11	3.882754e+0	1.055951e+1	41	806	1.666667e-1	5.086849e-2	rs10495903,rs10797432,rs11581607,rs11614178,rs11879191,rs12942547,rs13001325,rs1569723,rs16940202,rs17119,rs17656349,rs17694108,rs17780256,rs1811711,rs2024092,rs2188962,rs2284553,rs2413583,rs2816958,rs28449958,rs3024505,rs3091316,rs395157,rs4676408,rs56167332,rs59043219,rs6062496,rs6740847,rs6927022,rs7240004,rs7517810,rs75900472,rs7954567,rs80244186,rs913678	CAMK2A,CCL20,CCL7,CD40,CEBPA,CEBPB,FOXF1,GPR35,HLA-DQA1,HLA-DQA2,IFNG,IFNGR2,IL10,IL12B,IL12RB2,IL18R1,IL1RL1,IL23R,IL27,IRF1,IRF6,IRF8,ITGA4,JAK2,JARID2,LTBR,NR5A2,OSMR,PDGFB,RPL3,SBNO2,SMAD7,SOX9,STAT3,STAT5A,TNFRSF14,TNFRSF6B,TNFSF11,TNFSF18,TYK2,ZFP36L2
GO Biological Process	GO:0034097	response to cytokine	22	2.565023e-12	3.313240e-8	1.506018e-9	3.670430e+0	1.008056e+1	37	7.522808e-2	2.761194e-1	13	3.040400e-14	3.927285e-10	3.020988e-11	3.731653e+0	1.179102e+1	44	900	1.788618e-1	4.888889e-2	rs10495903,rs10797432,rs11221332,rs11581607,rs11614178,rs11879191,rs12942547,rs13001325,rs1569723,rs16940202,rs17119,rs17656349,rs17694108,rs17780256,rs1811711,rs2024092,rs2188962,rs2284553,rs2413583,rs2816958,rs28449958,rs3024505,rs3091316,rs395157,rs4676408,rs56167332,rs59043219,rs6062496,rs6740847,rs6927022,rs7240004,rs7517810,rs75900472,rs7608910,rs7954567,rs80244186,rs913678	CAMK2A,CCL20,CCL7,CD40,CEBPA,CEBPB,ETS1,FOXF1,GPR35,HLA-DQA1,HLA-DQA2,IFNG,IFNGR2,IL10,IL12B,IL12RB2,IL18R1,IL1RL1,IL23R,IL27,IRF1,IRF6,IRF8,ITGA4,JAK2,JARID2,LTBR,MAPKAPK2,NR5A2,OSMR,PDGFB,REL,RPL3,SBNO2,SMAD7,SOX9,STAT3,STAT5A,TNFRSF14,TNFRSF6B,TNFSF11,TNFSF18,TYK2,ZFP36L2
GO Biological Process	GO:0050776	regulation of immune response	23	3.355298e-12	4.334038e-8	1.884365e-9	3.839764e+0	9.115143e+0	35	6.802345e-2	2.611940e-1	50	6.663467e-11	8.607200e-7	1.721440e-8	3.256938e+0	1.197444e+1	39	914	1.585366e-1	4.266958e-2	rs10781499,rs10797432,rs11548656,rs11581607,rs11614178,rs11741861,rs11879191,rs13001325,rs138788,rs1479918,rs1569723,rs16940202,rs17293632,rs1801274,rs2066844,rs2188962,rs2284553,rs243505,rs2488397,rs28449958,rs3024505,rs3766606,rs4743820,rs56167332,rs6740847,rs6863411,rs6920220,rs6927022,rs7240004,rs7404095,rs7517810,rs7554511,rs75900472,rs80262450,rs913678	CARD9,CD40,CDC37,CUL1,CYLD,DENND1B,FCGR2A,FOXF1,HLA-DQA1,HLA-DQA2,HMOX1,IFNG,IFNGR2,IL10,IL12B,IL1RL1,IL2,IL23R,IL27,INAVA,IRF1,IRGM,ITGA4,JAK2,MAPKAPK2,NDFIP1,NOD2,PARK7,PLCG2,PRKCB,PTPN1,PTPN2,SMAD3,SMAD7,SYK,TNFAIP3,TNFRSF14,TNFSF18,TYK2
GO Biological Process	GO:0050863	regulation of T cell activation	24	3.461084e-12	4.470682e-8	1.862784e-9	5.855516e+0	4.098699e+0	24	3.058731e-2	1.791045e-1	9	6.125187e-15	7.911904e-11	8.791004e-12	6.691202e+0	4.035149e+0	27	308	1.097561e-1	8.766234e-2	rs1042058,rs10797432,rs11230563,rs11236797,rs11581607,rs11614178,rs1250550,rs1479918,rs17119,rs2066844,rs2188962,rs28449958,rs3024505,rs4743820,rs56167332,rs6863411,rs6927022,rs7240004,rs7282490,rs7517810,rs7746082,rs80244186,rs80262450,rs913678	CD5,CD6,CD83,CEBPB,CYLD,HLA-DQA1,HLA-DQA2,ICOSLG,IFNG,IL10,IL12B,IL2,IL23R,IL27,IRF1,LRRC32,MAP3K8,NDFIP1,NOD2,PRDM1,PTPN2,SMAD7,SYK,TNFRSF14,TNFSF11,TNFSF18,ZMIZ1
GO Biological Process	GO:0009617	response to bacterium	25	3.790831e-12	4.896616e-8	1.958647e-9	5.051823e+0	5.344605e+0	27	3.988511e-2	2.014925e-1	47	4.322010e-11	5.582740e-7	1.187817e-8	4.289823e+0	6.760185e+0	29	516	1.178862e-1	5.620155e-2	rs1042058,rs10781499,rs10797432,rs11230563,rs11548656,rs11581607,rs11614178,rs11741861,rs11742570,rs1569723,rs16940202,rs1811711,rs2024092,rs2066844,rs2593855,rs28449958,rs3024505,rs4743820,rs56167332,rs6062496,rs6920220,rs7517810,rs7554511,rs75900472,rs7954567,rs913678,rs921720	CARD9,CCL20,CD40,CD6,CEBPB,FASLG,FOXP1,IFNG,IL10,IL12B,IL12RB2,IL23R,IL27,INAVA,IRF8,IRGM,JAK2,LTBR,LYZL2,MAPKAPK2,NOD2,PLCG2,PTGER4,SBNO2,SYK,TNFAIP3,TNFRSF14,TNFRSF6B,TRIB1
GO Biological Process	GO:1902533	positive regulation of intracellular signal transduction	26	4.381707e-12	5.659851e-8	2.176866e-9	3.207305e+0	1.309511e+1	42	9.772467e-2	3.134328e-1	10	9.806573e-15	1.266715e-10	1.266715e-11	3.699838e+0	1.243298e+1	46	949	1.869919e-1	4.847208e-2	rs1042058,rs10781499,rs11195128,rs11581607,rs11614178,rs11681525,rs12942547,rs13001325,rs13126505,rs138788,rs1479918,rs148319899,rs1569723,rs17780256,rs1811711,rs2066844,rs2413583,rs243505,rs259964,rs3024505,rs3091316,rs3766606,rs3851228,rs395157,rs4676408,rs4743820,rs56167332,rs5763767,rs6142618,rs6863411,rs7404095,rs7517810,rs7554511,rs75900472,rs7608910,rs76527535,rs7954567,rs8005161,rs80244186,rs80262450,rs913678,rs9557195	ADRA1B,BANK1,BOK,CARD9,CCL20,CCL7,CD40,DUSP5,EDN3,EZH2,FASLG,GPR18,GPR183,GPR35,GPR65,HMOX1,IFNG,IL12B,IL18R1,IL2,IL23R,INAVA,JAK2,LIF,LRRK2,LTBR,MAP3K8,MAPKAPK2,NDFIP1,NOD2,PARK7,PDGFB,PLAGL2,PRKCB,PTPN1,PTPN2,REL,RICTOR,SOX9,STAT3,STK25,SYK,TNFSF11,TNFSF18,TRAF3IP2,ZEB2
