# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
GO Molecular Function	GO:0000976	transcription regulatory region sequence-specific DNA binding	11	2.753541e-5	1.149328e-1	1.044844e-2	2.335178e+0	1.156229e+1	27	8.628572e-2	2.014925e-1	7	3.497784e-8	1.459975e-4	2.085679e-5	3.198770e+0	9.065985e+0	29	692	1.178862e-1	4.190751e-2	rs11221332,rs11734570,rs12942547,rs12946510,rs16940202,rs17119,rs17293632,rs17694108,rs17780256,rs1847472,rs2188962,rs243505,rs254560,rs2816958,rs2823286,rs2836878,rs34779708,rs4845604,rs6017342,rs6651252,rs71559680,rs7608910,rs7746082,rs7911264,rs913678,rs925255,rs9358372	BACH2,CEBPA,CEBPB,CREM,ETS1,ETS2,EZH2,FOSL2,FOXF1,H2AFY,HHEX,HNF4A,IKZF3,IRF1,IRF8,JARID2,KLF3,MYC,NR5A2,NRIP1,PITX1,PRDM1,REL,RORC,SMAD3,SOX4,SOX9,STAT3,ZNF281
GO Molecular Function	GO:1990837	sequence-specific double-stranded DNA binding	12	4.998629e-5	2.086428e-1	1.738690e-2	2.256050e+0	1.196782e+1	27	8.931208e-2	2.014925e-1	9	1.130074e-7	4.716929e-4	5.241032e-5	3.028111e+0	9.576929e+0	29	731	1.178862e-1	3.967168e-2	rs11221332,rs11734570,rs12942547,rs12946510,rs16940202,rs17119,rs17293632,rs17694108,rs17780256,rs1847472,rs2188962,rs243505,rs254560,rs2816958,rs2823286,rs2836878,rs34779708,rs4845604,rs6017342,rs6651252,rs71559680,rs7608910,rs7746082,rs7911264,rs913678,rs925255,rs9358372	BACH2,CEBPA,CEBPB,CREM,ETS1,ETS2,EZH2,FOSL2,FOXF1,H2AFY,HHEX,HNF4A,IKZF3,IRF1,IRF8,JARID2,KLF3,MYC,NR5A2,NRIP1,PITX1,PRDM1,REL,RORC,SMAD3,SOX4,SOX9,STAT3,ZNF281
GO Molecular Function	GO:0001228	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding	13	7.098473e-5	2.962903e-1	2.279156e-2	2.634617e+0	7.591236e+0	20	5.665101e-2	1.492537e-1	16	2.123615e-6	8.863969e-3	5.539981e-4	3.537210e+0	5.371465e+0	19	410	7.723577e-2	4.634146e-2	rs11221332,rs11681525,rs11741861,rs12942547,rs12946510,rs16940202,rs17694108,rs17780256,rs2188962,rs254560,rs2816958,rs59043219,rs6017342,rs6142618,rs6651252,rs71559680,rs7608910,rs913678,rs925255,rs9358372	CEBPA,CEBPB,ETS1,FOSL2,FOXF1,HNF4A,IKZF3,IRF1,IRF6,MYC,NR5A2,PITX1,PLAGL2,REL,SOX4,SOX9,STAT3,ZEB2,ZNF300
GO Molecular Function	GO:0005143	interleukin-12 receptor binding	14	7.319903e-5	3.055328e-1	2.182377e-2	3.843289e+1	7.805814e-2	3	5.825235e-4	2.238806e-2	18	2.178770e-5	9.094186e-2	5.052326e-3	4.579756e+1	6.550567e-2	3	5	1.219512e-2	6.000000e-1	rs11581607,rs56167332,rs75900472	IL12B,IL23R,JAK2
GO Molecular Function	GO:0035258	steroid hormone receptor binding	15	8.388173e-5	3.501223e-1	2.334149e-2	5.793208e+0	1.380927e+0	8	1.030543e-2	5.970149e-2	17	2.018359e-5	8.424630e-2	4.955665e-3	6.939024e+0	1.152900e+0	8	88	3.252033e-2	9.090909e-2	rs12942547,rs17293632,rs2593855,rs2823286,rs2836878,rs3766606,rs7404095,rs913678	CEBPB,ETS2,FOXP1,NRIP1,PARK7,PRKCB,SMAD3,STAT3
GO Molecular Function	GO:0051427	hormone receptor binding	16	9.213346e-5	3.845651e-1	2.403532e-2	4.478737e+0	2.232772e+0	10	1.666248e-2	7.462687e-2	22	5.339750e-5	2.228812e-1	1.013096e-2	4.740948e+0	2.109283e+0	10	161	4.065041e-2	6.211180e-2	rs11879191,rs12942547,rs17293632,rs2593855,rs2823286,rs2836878,rs3766606,rs7404095,rs75900472,rs913678	CEBPB,ETS2,FOXP1,JAK2,NRIP1,PARK7,PRKCB,SMAD3,STAT3,TYK2
GO Molecular Function	GO:0005031	tumor necrosis factor-activated receptor activity	17	1.156939e-4	4.829063e-1	2.840626e-2	1.643750e+1	2.433460e-1	4	1.816015e-3	2.985075e-2	28	2.485432e-4	1.000000e+0	3.705069e-2	1.272154e+1	3.144272e-1	4	24	1.626016e-2	1.666667e-1	rs10797432,rs1569723,rs6062496,rs7954567	CD40,LTBR,TNFRSF14,TNFRSF6B
GO Molecular Function	GO:0003690	double-stranded DNA binding	18	1.386581e-4	5.787589e-1	3.215327e-2	2.123065e+0	1.271746e+1	27	9.490643e-2	2.014925e-1	14	9.180102e-7	3.831775e-3	2.736982e-4	2.736154e+0	1.059882e+1	29	809	1.178862e-1	3.584672e-2	rs11221332,rs11734570,rs12942547,rs12946510,rs16940202,rs17119,rs17293632,rs17694108,rs17780256,rs1847472,rs2188962,rs243505,rs254560,rs2816958,rs2823286,rs2836878,rs34779708,rs4845604,rs6017342,rs6651252,rs71559680,rs7608910,rs7746082,rs7911264,rs913678,rs925255,rs9358372	BACH2,CEBPA,CEBPB,CREM,ETS1,ETS2,EZH2,FOSL2,FOXF1,H2AFY,HHEX,HNF4A,IKZF3,IRF1,IRF8,JARID2,KLF3,MYC,NR5A2,NRIP1,PITX1,PRDM1,REL,RORC,SMAD3,SOX4,SOX9,STAT3,ZNF281
GO Molecular Function	GO:0009931	calcium-dependent protein serine/threonine kinase activity	19	1.645047e-4	6.866426e-1	3.613909e-2	2.916460e+1	1.028644e-1	3	7.676450e-4	2.238806e-2	30	3.391147e-4	1.000000e+0	4.718216e-2	2.081707e+1	1.441125e-1	3	11	1.219512e-2	2.727273e-1	rs17656349,rs3024505,rs7404095	CAMK2A,MAPKAPK2,PRKCB
GO Molecular Function	GO:0010857	calcium-dependent protein kinase activity	20	1.800195e-4	7.514014e-1	3.757007e-2	2.827930e+1	1.060847e-1	3	7.916766e-4	2.238806e-2	31	4.477853e-4	1.000000e+0	6.029212e-2	1.908232e+1	1.572136e-1	3	12	1.219512e-2	2.500000e-1	rs17656349,rs3024505,rs7404095	CAMK2A,MAPKAPK2,PRKCB
GO Molecular Function	GO:0000977	RNA polymerase II regulatory region sequence-specific DNA binding	21	2.447715e-4	1.000000e+0	4.865125e-2	2.223071e+0	1.034605e+1	23	7.720932e-2	1.716418e-1	11	1.397743e-7	5.834179e-4	5.303799e-5	3.248054e+0	8.004793e+0	26	611	1.056911e-1	4.255319e-2	rs11221332,rs11734570,rs12942547,rs12946510,rs16940202,rs17119,rs17293632,rs17694108,rs1847472,rs2188962,rs243505,rs254560,rs2816958,rs2836878,rs34779708,rs4845604,rs6017342,rs6651252,rs7608910,rs7746082,rs7911264,rs913678,rs925255	BACH2,CEBPA,CEBPB,CREM,ETS1,ETS2,EZH2,FOSL2,FOXF1,H2AFY,HHEX,HNF4A,IKZF3,IRF1,IRF8,JARID2,KLF3,MYC,NR5A2,PITX1,PRDM1,REL,RORC,SMAD3,STAT3,ZNF281
GO Molecular Function	GO:0001012	RNA polymerase II regulatory region DNA binding	22	2.596669e-4	1.000000e+0	4.926589e-2	2.213921e+0	1.038881e+1	23	7.752843e-2	1.716418e-1	12	1.489547e-7	6.217369e-4	5.181141e-5	3.237457e+0	8.030995e+0	26	613	1.056911e-1	4.241436e-2	rs11221332,rs11734570,rs12942547,rs12946510,rs16940202,rs17119,rs17293632,rs17694108,rs1847472,rs2188962,rs243505,rs254560,rs2816958,rs2836878,rs34779708,rs4845604,rs6017342,rs6651252,rs7608910,rs7746082,rs7911264,rs913678,rs925255	BACH2,CEBPA,CEBPB,CREM,ETS1,ETS2,EZH2,FOSL2,FOXF1,H2AFY,HHEX,HNF4A,IKZF3,IRF1,IRF8,JARID2,KLF3,MYC,NR5A2,PITX1,PRDM1,REL,RORC,SMAD3,STAT3,ZNF281
GO Molecular Function	GO:0044389	ubiquitin-like protein ligase binding	23	3.638013e-4	1.000000e+0	6.602203e-2	3.246514e+0	3.696272e+0	12	2.758412e-2	8.955224e-2	35	9.600618e-4	1.000000e+0	1.144942e-1	2.907782e+0	4.126857e+0	12	315	4.878049e-2	3.809524e-2	rs10797432,rs1569723,rs17293632,rs243505,rs2823286,rs7011507,rs7240004,rs76527535,rs7954567,rs913678,rs921720,rs941823	BOK,CD40,CEBPB,CUL1,FOXO1,LTBR,SMAD3,SMAD7,TNFRSF14,TRIB1,UBE2V2,USP25
GO Molecular Function	GO:0008134	transcription factor binding	24	4.370727e-4	1.000000e+0	7.601423e-2	2.360413e+0	8.049439e+0	19	6.007044e-2	1.417910e-1	23	7.807513e-5	3.258856e-1	1.416894e-2	2.731179e+0	6.956702e+0	19	531	7.723577e-2	3.578154e-2	rs11168249,rs11221332,rs12942547,rs17119,rs17293632,rs17694108,rs17780256,rs254560,rs2823286,rs34779708,rs3766606,rs6017342,rs6651252,rs7495132,rs78534766,rs7911264,rs913678,rs921720,rs941823	BRD7,CEBPA,CEBPB,CREM,CRTC3,ETS1,FOXO1,HDAC7,HHEX,HNF4A,JARID2,MYC,NRIP1,PARK7,PITX1,SMAD3,SOX9,STAT3,TRIB1
GO Molecular Function	GO:0004896	cytokine receptor activity	25	4.853869e-4	1.000000e+0	8.104020e-2	6.144540e+0	9.764767e-1	6	7.287140e-3	4.477612e-2	19	2.794377e-5	1.166373e-1	6.138805e-3	6.637328e+0	1.205304e+0	8	92	3.252033e-2	8.695652e-2	rs11581607,rs13001325,rs2284553,rs395157,rs4676408,rs56167332	GPR35,IFNGR2,IL12B,IL12RB2,IL18R1,IL1RL1,IL23R,OSMR
GO Molecular Function	GO:0000982	transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding	26	5.020087e-4	1.000000e+0	8.059170e-2	2.333716e+0	8.141521e+0	19	6.075762e-2	1.417910e-1	15	1.476163e-6	6.161504e-3	4.107670e-4	3.625640e+0	5.240454e+0	19	400	7.723577e-2	4.750000e-2	rs11221332,rs12942547,rs16940202,rs17694108,rs17780256,rs2188962,rs254560,rs2816958,rs2836878,rs4845604,rs6017342,rs6142618,rs6651252,rs71559680,rs7746082,rs7911264,rs913678,rs9358372,rs941823	CEBPA,CEBPB,ETS1,ETS2,FOXO1,HHEX,HNF4A,IRF1,IRF8,MYC,NR5A2,PITX1,PLAGL2,PRDM1,RORC,SOX4,SOX9,STAT3,ZNF281
GO Molecular Function	GO:0050700	CARD domain binding	27	7.053671e-4	1.000000e+0	1.090445e-1	1.766209e+1	1.698554e-1	3	1.267577e-3	2.238806e-2	34	7.266501e-4	1.000000e+0	8.920699e-2	1.635627e+1	1.834159e-1	3	14	1.219512e-2	2.142857e-1	rs10781499,rs11741861,rs2066844	CARD9,IRGM,NOD2
GO Molecular Function	GO:0015238	drug transmembrane transporter activity	28	7.684071e-4	1.000000e+0	1.145475e-1	1.714388e+1	1.749896e-1	3	1.305892e-3	2.238806e-2	44	2.147453e-3	1.000000e+0	2.037152e-1	1.144939e+1	2.620227e-1	3	20	1.219512e-2	1.500000e-1	rs149169037,rs1811711,rs2188962	ABCB5,SLC19A3,SLC22A5
GO Molecular Function	GO:0035257	nuclear hormone receptor binding	29	8.551932e-4	1.000000e+0	1.230888e-1	4.081559e+0	1.960035e+0	8	1.462713e-2	5.970149e-2	32	4.532524e-4	1.000000e+0	5.912111e-2	4.457184e+0	1.794855e+0	8	137	3.252033e-2	5.839416e-2	rs12942547,rs17293632,rs2593855,rs2823286,rs2836878,rs3766606,rs7404095,rs913678	CEBPB,ETS2,FOXP1,NRIP1,PARK7,PRKCB,SMAD3,STAT3
GO Molecular Function	GO:0090484	drug transporter activity	30	1.032694e-3	1.000000e+0	1.436822e-1	1.546372e+1	1.940025e-1	3	1.447780e-3	2.238806e-2	52	3.668428e-3	1.000000e+0	2.944619e-1	9.541159e+0	3.144272e-1	3	24	1.219512e-2	1.250000e-1	rs149169037,rs1811711,rs2188962	ABCB5,SLC19A3,SLC22A5
GO Molecular Function	GO:0001664	G-protein coupled receptor binding	31	1.087972e-3	1.000000e+0	1.464902e-1	3.263654e+0	3.064050e+0	10	2.286605e-2	7.462687e-2	46	2.212361e-3	1.000000e+0	2.007477e-1	2.958499e+0	3.380093e+0	10	258	4.065041e-2	3.875969e-2	rs11879191,rs12568930,rs12942547,rs1479918,rs1811711,rs259964,rs3091316,rs38904,rs75900472,rs798502	CCL20,CCL7,EDN3,GNA12,IL2,JAK2,STAT3,TYK2,WNT2,WNT4
GO Molecular Function	GO:0031625	ubiquitin protein ligase binding	32	1.122532e-3	1.000000e+0	1.464203e-1	3.028797e+0	3.631805e+0	11	2.710302e-2	8.208955e-2	45	2.147528e-3	1.000000e+0	1.991952e-1	2.789442e+0	3.943441e+0	11	301	4.471545e-2	3.654485e-2	rs10797432,rs1569723,rs17293632,rs243505,rs2823286,rs7011507,rs7240004,rs76527535,rs7954567,rs921720,rs941823	BOK,CD40,CUL1,FOXO1,LTBR,SMAD3,SMAD7,TNFRSF14,TRIB1,UBE2V2,USP25
GO Molecular Function	GO:0005131	growth hormone receptor binding	33	1.133649e-3	1.000000e+0	1.433894e-1	4.118479e+1	4.856162e-2	2	3.624001e-4	1.492537e-2	40	1.665507e-3	1.000000e+0	1.737957e-1	3.053171e+1	6.550567e-2	2	5	8.130081e-3	4.000000e-1	rs11879191,rs75900472	JAK2,TYK2
GO Molecular Function	GO:0001046	core promoter sequence-specific DNA binding	34	1.149922e-3	1.000000e+0	1.411698e-1	3.895361e+0	2.053725e+0	8	1.532631e-2	5.970149e-2	33	6.501652e-4	1.000000e+0	8.223605e-2	4.813557e+0	1.454226e+0	7	111	2.845528e-2	6.306306e-2	rs17780256,rs243505,rs254560,rs2823286,rs6017342,rs71559680,rs913678,rs9358372	CEBPB,EZH2,H2AFY,HNF4A,NRIP1,SOX4,SOX9
GO Molecular Function	GO:0048020	CCR chemokine receptor binding	35	1.151895e-3	1.000000e+0	1.373717e-1	1.488347e+1	2.015659e-1	3	1.504223e-3	2.238806e-2	105	1.536281e-2	1.000000e+0	6.107083e-1	5.724695e+0	5.240454e-1	3	40	1.219512e-2	7.500000e-2	rs12942547,rs1811711,rs3091316	CCL20,CCL7,STAT3
GO Molecular Function	GO:0035598	N6-threonylcarbomyladenosine methylthiotransferase activity	36	1.277551e-3	1.000000e+0	1.481249e-1	3.875744e+1	5.160299e-2	2	3.850970e-4	1.492537e-2	78	1.310113e-2	1.000000e+0	7.010784e-1	7.632927e+1	1.310113e-2	1	1	4.065041e-3	1.000000e+0	rs71559680,rs9358372	CDKAL1
GO Molecular Function	GO:0061712	tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase	36	1.277551e-3	1.000000e+0	1.481249e-1	3.875744e+1	5.160299e-2	2	3.850970e-4	1.492537e-2	78	1.310113e-2	1.000000e+0	7.010784e-1	7.632927e+1	1.310113e-2	1	1	4.065041e-3	1.000000e+0	rs71559680,rs9358372	CDKAL1
GO Molecular Function	GO:0001227	transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding	38	1.651165e-3	1.000000e+0	1.813674e-1	2.722847e+0	4.407152e+0	12	3.288920e-2	8.955224e-2	21	4.550900e-5	1.899546e-1	9.045456e-3	4.052882e+0	2.960856e+0	12	226	4.878049e-2	5.309735e-2	rs11681525,rs16940202,rs17119,rs1847472,rs259964,rs2816958,rs2836878,rs34779708,rs4845604,rs7746082,rs7911264,rs941823	BACH2,CREM,ETS2,FOXO1,HHEX,IRF8,JARID2,PRDM1,RORC,ZEB2,ZNF281,ZNF831
GO Molecular Function	GO:0035596	methylthiotransferase activity	39	1.653428e-3	1.000000e+0	1.769592e-1	3.398781e+1	5.884463e-2	2	4.391390e-4	1.492537e-2	116	2.603132e-2	1.000000e+0	9.366787e-1	3.816463e+1	2.620227e-2	1	2	4.065041e-3	5.000000e-1	rs71559680,rs9358372	CDKAL1
GO Molecular Function	GO:0008140	cAMP response element binding protein binding	40	1.769864e-3	1.000000e+0	1.846853e-1	3.282850e+1	6.092268e-2	2	4.546469e-4	1.492537e-2	54	4.543759e-3	1.000000e+0	3.512157e-1	1.908232e+1	1.048091e-1	2	8	8.130081e-3	2.500000e-1	rs34779708,rs7495132	CREM,CRTC3
GO Molecular Function	GO:0003682	chromatin binding	41	2.129397e-3	1.000000e+0	2.167830e-1	2.243471e+0	7.131807e+0	16	5.322244e-2	1.194030e-1	36	1.021435e-3	1.000000e+0	1.184297e-1	2.427969e+0	6.589871e+0	16	503	6.504065e-2	3.180915e-2	rs11168249,rs12942547,rs17119,rs17293632,rs17780256,rs243505,rs254560,rs2816958,rs28449958,rs7404095,rs7608910,rs7746082,rs7911264,rs913678,rs925255,rs941823	CEBPB,EZH2,FOSL2,FOXO1,H2AFY,HDAC7,HHEX,JARID2,NR5A2,NUPR1,PRDM1,PRKCB,REL,SMAD3,SOX9,STAT3
GO Molecular Function	GO:0008107	galactoside 2-alpha-L-fucosyltransferase activity	42	2.241498e-3	1.000000e+0	2.227622e-1	4.456338e+2	2.243995e-3	1	1.674623e-5	7.462687e-3	116	2.603132e-2	1.000000e+0	9.366787e-1	3.816463e+1	2.620227e-2	1	2	4.065041e-3	5.000000e-1	rs516246	FUT2
GO Molecular Function	GO:0004843	thiol-dependent ubiquitin-specific protease activity	43	2.269701e-3	1.000000e+0	2.203193e-1	5.532457e+0	9.037575e-1	5	6.744459e-3	3.731343e-2	57	4.938966e-3	1.000000e+0	3.616709e-1	4.543409e+0	1.100495e+0	5	84	2.032520e-2	5.952381e-2	rs17085007,rs2066844,rs2823286,rs6426833,rs6920220	CYLD,OTUD3,TNFAIP3,USP12,USP25
GO Molecular Function	GO:0032500	muramyl dipeptide binding	44	2.342167e-3	1.000000e+0	2.221865e-1	4.264585e+2	2.344894e-3	1	1.749921e-5	7.462687e-3	78	1.310113e-2	1.000000e+0	7.010784e-1	7.632927e+1	1.310113e-2	1	1	4.065041e-3	1.000000e+0	rs2066844	NOD2
GO Molecular Function	GO:0001047	core promoter binding	45	2.534686e-3	1.000000e+0	2.351062e-1	3.131785e+0	2.873761e+0	9	2.144598e-2	6.716418e-2	39	1.642949e-3	1.000000e+0	1.758377e-1	3.656492e+0	2.187889e+0	8	167	3.252033e-2	4.790419e-2	rs17780256,rs243505,rs254560,rs2816958,rs2823286,rs6017342,rs71559680,rs913678,rs9358372	CEBPB,EZH2,H2AFY,HNF4A,NRIP1,SOX4,SOX9,ZNF281
GO Molecular Function	GO:0051400	BH domain binding	46	2.710601e-3	1.000000e+0	2.459576e-1	2.639874e+1	7.576119e-2	2	5.653820e-4	1.492537e-2	70	1.034678e-2	1.000000e+0	6.169637e-1	1.272154e+1	1.572136e-1	2	12	8.130081e-3	1.666667e-1	rs11741861,rs76527535	BOK,IRGM
