# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
GO Cellular Component	GO:0033106	cis-Golgi network membrane	11	5.409830e-3	1.000000e+0	8.198351e-1	1.843520e+2	5.424406e-3	1	4.048064e-5	7.462687e-3	18	1.310113e-2	1.000000e+0	1.000000e+0	7.632927e+1	1.310113e-2	1	1	4.065041e-3	1.000000e+0	rs76527535	BOK
GO Cellular Component	GO:0005903	brush border	12	5.804394e-3	1.000000e+0	8.063271e-1	4.424861e+0	1.129979e+0	5	8.432679e-3	3.731343e-2	14	8.996555e-3	1.000000e+0	1.000000e+0	3.934498e+0	1.270810e+0	5	97	2.032520e-2	5.154639e-2	rs2188962,rs4380874,rs4656958,rs4976646,rs798502	GNA12,ITLN1,SLC22A5,SLC26A3,SLC34A1
GO Cellular Component	GO:0000785	chromatin	13	7.844934e-3	1.000000e+0	1.000000e+0	2.235855e+0	5.367075e+0	12	4.005280e-2	8.955224e-2	50	2.702255e-2	1.000000e+0	9.009318e-1	1.884673e+0	6.367151e+0	12	486	4.878049e-2	2.469136e-2	rs11681525,rs12942547,rs1456896,rs17293632,rs2188962,rs243505,rs254560,rs2823286,rs3766606,rs529866,rs6651252,rs913678	CEBPB,EZH2,H2AFY,IKZF1,IRF1,MYC,NRIP1,PARK7,PRM2,SMAD3,STAT3,ZEB2
GO Cellular Component	GO:0031904	endosome lumen	14	9.037647e-3	1.000000e+0	1.000000e+0	7.101869e+0	4.224240e-1	3	3.152418e-3	2.238806e-2	16	9.853259e-3	1.000000e+0	1.000000e+0	6.734935e+0	4.454386e-1	3	34	1.219512e-2	8.823529e-2	rs1363907,rs56167332,rs75900472	IL12B,JAK2,LNPEP
GO Cellular Component	GO:0005925	focal adhesion	15	9.049820e-3	1.000000e+0	1.000000e+0	2.292451e+0	4.798358e+0	11	3.580865e-2	8.208955e-2	24	1.490691e-2	1.000000e+0	1.000000e+0	2.136443e+0	5.148746e+0	11	393	4.471545e-2	2.798982e-2	rs11742570,rs12946510,rs200349593,rs2413583,rs4256018,rs56116661,rs67289879,rs6740847,rs6863411,rs75900472,rs798502	CCND3,DAB2,FERMT1,GNA12,GRB7,ITGA4,JAK2,LPP,REXO2,RPL3,SPRY4
GO Cellular Component	GO:0005924	cell-substrate adherens junction	16	9.264472e-3	1.000000e+0	9.652422e-1	2.284770e+0	4.814488e+0	11	3.592902e-2	8.208955e-2	27	1.568680e-2	1.000000e+0	9.685147e-1	2.120257e+0	5.188049e+0	11	396	4.471545e-2	2.777778e-2	rs11742570,rs12946510,rs200349593,rs2413583,rs4256018,rs56116661,rs67289879,rs6740847,rs6863411,rs75900472,rs798502	CCND3,DAB2,FERMT1,GNA12,GRB7,ITGA4,JAK2,LPP,REXO2,RPL3,SPRY4
GO Cellular Component	GO:0044454	nuclear chromosome part	17	9.452913e-3	1.000000e+0	9.269415e-1	2.180539e+0	5.503227e+0	12	4.106886e-2	8.955224e-2	62	3.892347e-2	1.000000e+0	1.000000e+0	1.782006e+0	6.733983e+0	12	514	4.878049e-2	2.334630e-2	rs11681525,rs12942547,rs1456896,rs17293632,rs2188962,rs243505,rs254560,rs2823286,rs5763767,rs6651252,rs7495132,rs913678	BLM,CEBPB,EZH2,H2AFY,HORMAD2,IKZF1,IRF1,MYC,NRIP1,SMAD3,STAT3,ZEB2
GO Cellular Component	GO:0005901	caveola	18	1.036019e-2	1.000000e+0	9.594687e-1	3.834853e+0	1.303831e+0	5	9.730082e-3	3.731343e-2	7	3.215184e-3	1.000000e+0	7.656731e-1	5.021662e+0	9.956862e-1	5	76	2.032520e-2	6.578947e-2	rs138788,rs148319899,rs56167332,rs7517810,rs75900472	ADRA1B,FASLG,HMOX1,JAK2,LRRK2
GO Cellular Component	GO:0043235	receptor complex	19	1.054679e-2	1.000000e+0	9.253420e-1	2.148307e+0	5.585793e+0	12	4.168503e-2	8.955224e-2	5	1.321319e-3	1.000000e+0	4.405278e-1	2.801074e+0	4.284071e+0	12	327	4.878049e-2	3.669725e-2	rs11230563,rs11581607,rs11742570,rs149169037,rs1569723,rs17293632,rs395157,rs4656958,rs4743820,rs503734,rs6740847,rs7404095	CACNG3,CD40,CD6,DAB2,IL23R,IMPG2,ITGA4,ITGB8,ITLN1,OSMR,SMAD3,SYK
GO Cellular Component	GO:0030055	cell-substrate junction	20	1.103015e-2	1.000000e+0	9.193630e-1	2.227966e+0	4.937239e+0	11	3.684507e-2	8.208955e-2	30	1.705430e-2	1.000000e+0	9.476506e-1	2.093820e+0	5.253555e+0	11	401	4.471545e-2	2.743142e-2	rs11742570,rs12946510,rs200349593,rs2413583,rs4256018,rs56116661,rs67289879,rs6740847,rs6863411,rs75900472,rs798502	CCND3,DAB2,FERMT1,GNA12,GRB7,ITGA4,JAK2,LPP,REXO2,RPL3,SPRY4
GO Cellular Component	GO:0031234	extrinsic component of cytoplasmic side of plasma membrane	21	1.106820e-2	1.000000e+0	8.786043e-1	3.771565e+0	1.325710e+0	5	9.893355e-3	3.731343e-2	23	1.438888e-2	1.000000e+0	1.000000e+0	3.501343e+0	1.428024e+0	5	109	2.032520e-2	4.587156e-2	rs11879191,rs2066844,rs4743820,rs75900472,rs798502	CYLD,GNA12,JAK2,SYK,TYK2
GO Cellular Component	GO:0032588	trans-Golgi network membrane	22	1.313526e-2	1.000000e+0	9.952945e-1	4.441909e+0	9.005137e-1	4	6.720251e-3	2.985075e-2	9	4.230324e-3	1.000000e+0	7.835500e-1	4.711683e+0	1.061192e+0	5	81	2.032520e-2	6.172840e-2	rs6062496,rs6927022,rs76527535,rs941823	ARFRP1,BOK,COG6,HLA-DQA1,HLA-DQA2
GO Cellular Component	GO:0072536	interleukin-23 receptor complex	23	1.329640e-2	1.000000e+0	9.636999e-1	7.471094e+1	1.338492e-2	1	9.988747e-5	7.462687e-3	39	2.603132e-2	1.000000e+0	1.000000e+0	3.816463e+1	2.620227e-2	1	2	4.065041e-3	5.000000e-1	rs11581607	IL23R
GO Cellular Component	GO:0019897	extrinsic component of plasma membrane	24	1.455408e-2	1.000000e+0	1.000000e+0	3.054367e+0	1.964401e+0	6	1.465971e-2	4.477612e-2	26	1.513277e-2	1.000000e+0	9.702434e-1	3.012997e+0	1.991372e+0	6	152	2.439024e-2	3.947368e-2	rs11879191,rs2066844,rs4743820,rs7240004,rs75900472,rs798502	CYLD,GNA12,JAK2,SMAD7,SYK,TYK2
GO Cellular Component	GO:0044437	vacuolar part	25	1.534718e-2	1.000000e+0	1.000000e+0	2.122019e+0	5.183743e+0	11	3.868465e-2	8.208955e-2	73	6.105575e-2	1.000000e+0	1.000000e+0	1.656331e+0	7.244927e+0	12	553	4.878049e-2	2.169982e-2	rs11168249,rs11741861,rs11742570,rs1363907,rs138788,rs1819333,rs2382817,rs4380874,rs6752107,rs6927022,rs7517810	ATG16L1,DAB2,DLD,FASLG,HLA-DQA1,HLA-DQA2,IRGM,LNPEP,RNASET2,SLC48A1,TMBIM1,TOM1
GO Cellular Component	GO:0005861	troponin complex	26	1.585848e-2	1.000000e+0	1.000000e+0	6.256015e+1	1.598462e-2	1	1.192882e-4	7.462687e-3	95	1.001449e-1	1.000000e+0	1.000000e+0	9.541159e+0	1.048091e-1	1	8	4.065041e-3	1.250000e-1	rs907611	TNNI2
GO Cellular Component	GO:0031905	early endosome lumen	27	1.645228e-2	1.000000e+0	1.000000e+0	6.028420e+1	1.658809e-2	1	1.237917e-4	7.462687e-3	57	3.879277e-2	1.000000e+0	1.000000e+0	2.544309e+1	3.930340e-2	1	3	4.065041e-3	3.333333e-1	rs1363907	LNPEP
GO Cellular Component	GO:0000228	nuclear chromosome	28	1.697764e-2	1.000000e+0	1.000000e+0	2.010179e+0	5.969618e+0	12	4.454939e-2	8.955224e-2	71	5.910748e-2	1.000000e+0	1.000000e+0	1.665366e+0	7.205624e+0	12	550	4.878049e-2	2.181818e-2	rs11681525,rs12942547,rs1456896,rs17293632,rs2188962,rs243505,rs254560,rs2823286,rs5763767,rs6651252,rs7495132,rs913678	BLM,CEBPB,EZH2,H2AFY,HORMAD2,IKZF1,IRF1,MYC,NRIP1,SMAD3,STAT3,ZEB2
GO Cellular Component	GO:0036488	CHOP-C/EBP complex	29	1.710994e-2	1.000000e+0	9.835266e-1	5.794787e+1	1.725689e-2	1	1.287828e-4	7.462687e-3	39	2.603132e-2	1.000000e+0	1.000000e+0	3.816463e+1	2.620227e-2	1	2	4.065041e-3	5.000000e-1	rs913678	CEBPB
GO Cellular Component	GO:0009897	external side of plasma membrane	30	1.747437e-2	1.000000e+0	9.709925e-1	2.446884e+0	3.269465e+0	8	2.439899e-2	5.970149e-2	17	1.006370e-2	1.000000e+0	9.868346e-1	2.701921e+0	2.960856e+0	8	226	3.252033e-2	3.539823e-2	rs10797432,rs11230563,rs11581607,rs11614178,rs13001325,rs1569723,rs17119,rs7517810	CD40,CD5,CD83,FASLG,IFNG,IL12RB2,IL1RL1,TNFRSF14
GO Cellular Component	GO:0005773	vacuole	31	1.826601e-2	1.000000e+0	9.822400e-1	1.867762e+0	7.495601e+0	14	5.593732e-2	1.044776e-1	82	7.304610e-2	1.000000e+0	1.000000e+0	1.514470e+0	9.904458e+0	15	756	6.097561e-2	1.984127e-2	rs11168249,rs11741861,rs11742570,rs1363907,rs138788,rs148319899,rs1819333,rs2382817,rs4380874,rs4409764,rs6752107,rs6920220,rs6927022,rs7517810	ATG16L1,DAB2,DLD,FASLG,GOT1,HLA-DQA1,HLA-DQA2,IRGM,LNPEP,LRRK2,RNASET2,SLC48A1,TMBIM1,TNFAIP3,TOM1
GO Cellular Component	GO:0031519	PcG protein complex	32	1.853447e-2	1.000000e+0	9.655300e-1	5.417012e+0	5.538108e-1	3	4.132917e-3	2.238806e-2	36	2.229528e-2	1.000000e+0	1.000000e+0	4.977996e+0	6.026522e-1	3	46	1.219512e-2	6.521739e-2	rs17119,rs243505,rs254560	EZH2,H2AFY,JARID2
GO Cellular Component	GO:0016605	PML body	33	1.937410e-2	1.000000e+0	9.786856e-1	3.945412e+0	1.013836e+0	4	7.565938e-3	2.985075e-2	56	3.871863e-2	1.000000e+0	1.000000e+0	3.147599e+0	1.270810e+0	4	97	1.626016e-2	4.123711e-2	rs3766606,rs4976646,rs6716753,rs7495132	BLM,PARK7,RGS14,SP140
GO Cellular Component	GO:0005721	pericentric heterochromatin	34	2.058759e-2	1.000000e+0	1.000000e+0	9.144516e+0	2.187103e-1	2	1.632167e-3	1.492537e-2	37	2.524478e-2	1.000000e+0	1.000000e+0	8.034660e+0	2.489216e-1	2	19	8.130081e-3	1.052632e-1	rs1456896,rs254560	H2AFY,IKZF1
GO Cellular Component	GO:0005730	nucleolus	35	2.086687e-2	1.000000e+0	9.938592e-1	1.712467e+0	9.927199e+0	17	7.408358e-2	1.268657e-1	76	6.400465e-2	1.000000e+0	1.000000e+0	1.477341e+0	1.218405e+1	18	930	7.317073e-2	1.935484e-2	rs11681525,rs11741861,rs11742570,rs138788,rs1456896,rs17694108,rs1819658,rs200349593,rs2413583,rs254560,rs2823286,rs3851228,rs6651252,rs6716753,rs7240004,rs7495132,rs80244186	AKAP11,BLM,CEBPA,DAB2,H2AFY,HMOX1,IKZF1,IPMK,MYC,NRIP1,PITX1,REV3L,REXO2,RPL3,SMAD7,SP140,ZEB2,ZNF300
GO Cellular Component	GO:0044853	plasma membrane raft	36	2.351317e-2	1.000000e+0	1.000000e+0	3.102755e+0	1.611471e+0	5	1.202590e-2	3.731343e-2	13	8.622558e-3	1.000000e+0	1.000000e+0	3.975483e+0	1.257709e+0	5	96	2.032520e-2	5.208333e-2	rs138788,rs148319899,rs56167332,rs7517810,rs75900472	ADRA1B,FASLG,HMOX1,JAK2,LRRK2
GO Cellular Component	GO:0042101	T cell receptor complex	37	2.421922e-2	1.000000e+0	1.000000e+0	8.376754e+0	2.387560e-1	2	1.781761e-3	1.492537e-2	37	2.524478e-2	1.000000e+0	1.000000e+0	8.034660e+0	2.489216e-1	2	19	8.130081e-3	1.052632e-1	rs11230563,rs4743820	CD6,SYK
GO Cellular Component	GO:1990909	Wnt signalosome	38	2.566535e-2	1.000000e+0	1.000000e+0	8.117362e+0	2.463855e-1	2	1.838698e-3	1.492537e-2	11	7.177344e-3	1.000000e+0	1.000000e+0	1.526585e+1	1.310113e-1	2	10	8.130081e-3	2.000000e-1	rs148319899,rs38904	LRRK2,WNT2
GO Cellular Component	GO:0005912	adherens junction	39	2.592811e-2	1.000000e+0	1.000000e+0	1.832315e+0	7.094851e+0	13	5.294665e-2	9.701493e-2	28	1.589806e-2	1.000000e+0	9.465024e-1	1.968810e+0	6.602972e+0	13	504	5.284553e-2	2.579365e-2	rs11742570,rs12946510,rs200349593,rs2413583,rs3766606,rs4256018,rs56116661,rs67289879,rs6740847,rs6863411,rs7240004,rs75900472,rs798502	CCND3,DAB2,FERMT1,GNA12,GRB7,ITGA4,JAK2,LPP,PARK7,REXO2,RPL3,SMAD7,SPRY4
GO Cellular Component	GO:0032473	cytoplasmic side of mitochondrial outer membrane	40	2.596494e-2	1.000000e+0	1.000000e+0	3.801501e+1	2.630540e-2	1	1.963089e-4	7.462687e-3	18	1.310113e-2	1.000000e+0	1.000000e+0	7.632927e+1	1.310113e-2	1	1	4.065041e-3	1.000000e+0	rs148319899	LRRK2
GO Cellular Component	GO:0099400	caveola neck	40	2.596494e-2	1.000000e+0	1.000000e+0	3.801501e+1	2.630540e-2	1	1.963089e-4	7.462687e-3	18	1.310113e-2	1.000000e+0	1.000000e+0	7.632927e+1	1.310113e-2	1	1	4.065041e-3	1.000000e+0	rs148319899	LRRK2
GO Cellular Component	GO:0090575	RNA polymerase II transcription factor complex	42	2.616351e-2	1.000000e+0	1.000000e+0	3.015224e+0	1.658252e+0	5	1.237501e-2	3.731343e-2	53	2.917394e-2	1.000000e+0	9.176030e-1	2.913331e+0	1.716249e+0	5	131	2.032520e-2	3.816794e-2	rs12942547,rs17694108,rs2816958,rs67289879,rs913678	CEBPA,CEBPB,NR5A2,STAT3,TAF8
GO Cellular Component	GO:0034686	integrin alphav-beta8 complex	43	2.653976e-2	1.000000e+0	1.000000e+0	3.718080e+1	2.689560e-2	1	2.007134e-4	7.462687e-3	39	2.603132e-2	1.000000e+0	1.000000e+0	3.816463e+1	2.620227e-2	1	2	4.065041e-3	5.000000e-1	rs149169037	ITGB8
GO Cellular Component	GO:0005757	mitochondrial permeability transition pore complex	44	2.683280e-2	1.000000e+0	1.000000e+0	3.676929e+1	2.719661e-2	1	2.029598e-4	7.462687e-3	64	5.138769e-2	1.000000e+0	1.000000e+0	1.908232e+1	5.240454e-2	1	4	4.065041e-3	2.500000e-1	rs1250550	PPIF
GO Cellular Component	GO:0033165	interphotoreceptor matrix	45	2.727935e-2	1.000000e+0	1.000000e+0	3.615919e+1	2.765549e-2	1	2.063843e-4	7.462687e-3	57	3.879277e-2	1.000000e+0	1.000000e+0	2.544309e+1	3.930340e-2	1	3	4.065041e-3	3.333333e-1	rs503734	IMPG2
GO Cellular Component	GO:0044753	amphisome	46	2.817944e-2	1.000000e+0	1.000000e+0	3.498822e+1	2.858105e-2	1	2.132914e-4	7.462687e-3	39	2.603132e-2	1.000000e+0	1.000000e+0	3.816463e+1	2.620227e-2	1	2	4.065041e-3	5.000000e-1	rs148319899	LRRK2
GO Cellular Component	GO:0005774	vacuolar membrane	47	2.883168e-2	1.000000e+0	1.000000e+0	2.222396e+0	3.599718e+0	8	2.686356e-2	5.970149e-2	88	7.754429e-2	1.000000e+0	1.000000e+0	1.734756e+0	5.188049e+0	9	396	3.658537e-2	2.272727e-2	rs11168249,rs11741861,rs11742570,rs1363907,rs138788,rs2382817,rs6752107,rs6927022	ATG16L1,DAB2,HLA-DQA1,HLA-DQA2,IRGM,LNPEP,SLC48A1,TMBIM1,TOM1
GO Cellular Component	GO:0035097	histone methyltransferase complex	48	2.916029e-2	1.000000e+0	1.000000e+0	4.540748e+0	6.606840e-1	3	4.930478e-3	2.238806e-2	74	6.197753e-2	1.000000e+0	1.000000e+0	3.318664e+0	9.039783e-1	3	69	1.219512e-2	4.347826e-2	rs17119,rs243505,rs254560	EZH2,H2AFY,JARID2
GO Cellular Component	GO:0005802	trans-Golgi network	49	2.986151e-2	1.000000e+0	1.000000e+0	2.584561e+0	2.321478e+0	6	1.732446e-2	4.477612e-2	25	1.495097e-2	1.000000e+0	9.969307e-1	2.726045e+0	2.567822e+0	7	196	2.845528e-2	3.571429e-2	rs148319899,rs6062496,rs653178,rs6927022,rs76527535,rs941823	ARFRP1,ATXN2,BOK,COG6,HLA-DQA1,HLA-DQA2,LRRK2
GO Cellular Component	GO:0070743	interleukin-23 complex	50	3.021741e-2	1.000000e+0	1.000000e+0	3.259468e+1	3.067985e-2	1	2.289541e-4	7.462687e-3	39	2.603132e-2	1.000000e+0	1.000000e+0	3.816463e+1	2.620227e-2	1	2	4.065041e-3	5.000000e-1	rs56167332	IL12B
GO Cellular Component	GO:0070161	anchoring junction	51	3.148966e-2	1.000000e+0	1.000000e+0	1.781952e+0	7.295371e+0	13	5.444306e-2	9.701493e-2	34	2.028119e-2	1.000000e+0	9.943748e-1	1.904569e+0	6.825691e+0	13	521	5.284553e-2	2.495202e-2	rs11742570,rs12946510,rs200349593,rs2413583,rs3766606,rs4256018,rs56116661,rs67289879,rs6740847,rs6863411,rs7240004,rs75900472,rs798502	CCND3,DAB2,FERMT1,GNA12,GRB7,ITGA4,JAK2,LPP,PARK7,REXO2,RPL3,SMAD7,SPRY4
GO Cellular Component	GO:0098862	cluster of actin-based cell projections	52	3.161973e-2	1.000000e+0	1.000000e+0	2.864061e+0	1.745773e+0	5	1.302815e-2	3.731343e-2	55	3.822578e-2	1.000000e+0	1.000000e+0	2.706712e+0	1.847260e+0	5	141	2.032520e-2	3.546099e-2	rs2188962,rs4380874,rs4656958,rs4976646,rs798502	GNA12,ITLN1,SLC22A5,SLC26A3,SLC34A1
GO Cellular Component	GO:0034669	integrin alpha4-beta7 complex	53	3.231525e-2	1.000000e+0	1.000000e+0	3.044614e+1	3.284489e-2	1	2.451111e-4	7.462687e-3	39	2.603132e-2	1.000000e+0	1.000000e+0	3.816463e+1	2.620227e-2	1	2	4.065041e-3	5.000000e-1	rs6740847	ITGA4
GO Cellular Component	GO:0019815	B cell receptor complex	54	3.493342e-2	1.000000e+0	1.000000e+0	2.812665e+1	3.555347e-2	1	2.653244e-4	7.462687e-3	57	3.879277e-2	1.000000e+0	1.000000e+0	2.544309e+1	3.930340e-2	1	3	4.065041e-3	3.333333e-1	rs4743820	SYK
GO Cellular Component	GO:0098797	plasma membrane protein complex	55	3.696273e-2	1.000000e+0	1.000000e+0	2.257628e+0	3.100600e+0	7	2.313881e-2	5.223881e-2	22	1.438236e-2	1.000000e+0	1.000000e+0	2.533752e+0	3.157373e+0	8	241	3.252033e-2	3.319502e-2	rs149169037,rs1847472,rs4743820,rs6740847,rs6927022,rs7240004,rs798502	GJA10,GNA12,HLA-DQA1,HLA-DQA2,ITGA4,ITGB8,SMAD7,SYK
GO Cellular Component	GO:0042613	MHC class II protein complex	56	3.796012e-2	1.000000e+0	1.000000e+0	2.584394e+1	3.869378e-2	1	2.887596e-4	7.462687e-3	29	1.604156e-2	1.000000e+0	9.221131e-1	1.017724e+1	1.965170e-1	2	15	8.130081e-3	1.333333e-1	rs6927022	HLA-DQA1,HLA-DQA2
GO Cellular Component	GO:0045252	oxoglutarate dehydrogenase complex	57	3.796745e-2	1.000000e+0	1.000000e+0	2.583886e+1	3.870140e-2	1	2.888164e-4	7.462687e-3	83	7.608654e-2	1.000000e+0	1.000000e+0	1.272154e+1	7.860681e-2	1	6	4.065041e-3	1.666667e-1	rs4380874	DLD
GO Cellular Component	GO:0031372	UBC13-MMS2 complex	58	3.815201e-2	1.000000e+0	1.000000e+0	2.571143e+1	3.889321e-2	1	2.902478e-4	7.462687e-3	39	2.603132e-2	1.000000e+0	1.000000e+0	3.816463e+1	2.620227e-2	1	2	4.065041e-3	5.000000e-1	rs7011507	UBE2V2
GO Cellular Component	GO:0016035	zeta DNA polymerase complex	59	4.075906e-2	1.000000e+0	1.000000e+0	2.403469e+1	4.160653e-2	1	3.104965e-4	7.462687e-3	57	3.879277e-2	1.000000e+0	1.000000e+0	2.544309e+1	3.930340e-2	1	3	4.065041e-3	3.333333e-1	rs3851228	REV3L
GO Cellular Component	GO:0008180	COP9 signalosome	60	4.078404e-2	1.000000e+0	1.000000e+0	6.293398e+0	3.177934e-1	2	2.371592e-3	1.492537e-2	81	7.293282e-2	1.000000e+0	1.000000e+0	4.489957e+0	4.454386e-1	2	34	8.130081e-3	5.882353e-2	rs1801274,rs2066844	HSPA6,NOD2
GO Cellular Component	GO:0034708	methyltransferase complex	61	4.345953e-2	1.000000e+0	1.000000e+0	3.868930e+0	7.754083e-1	3	5.786629e-3	2.238806e-2	110	1.172391e-1	1.000000e+0	1.000000e+0	2.516350e+0	1.192203e+0	3	91	1.219512e-2	3.296703e-2	rs17119,rs243505,rs254560	EZH2,H2AFY,JARID2
GO Cellular Component	GO:0001739	sex chromatin	62	4.457195e-2	1.000000e+0	1.000000e+0	2.193557e+1	4.558807e-2	1	3.402094e-4	7.462687e-3	83	7.608654e-2	1.000000e+0	1.000000e+0	1.272154e+1	7.860681e-2	1	6	4.065041e-3	1.666667e-1	rs254560	H2AFY
GO Cellular Component	GO:0043514	interleukin-12 complex	63	4.577458e-2	1.000000e+0	1.000000e+0	2.134601e+1	4.684716e-2	1	3.496056e-4	7.462687e-3	39	2.603132e-2	1.000000e+0	1.000000e+0	3.816463e+1	2.620227e-2	1	2	4.065041e-3	5.000000e-1	rs56167332	IL12B
GO Cellular Component	GO:0000421	autophagosome membrane	64	4.692404e-2	1.000000e+0	1.000000e+0	5.818784e+0	3.437144e-1	2	2.565033e-3	1.492537e-2	69	5.848998e-2	1.000000e+0	1.000000e+0	5.088618e+0	3.930340e-1	2	30	8.130081e-3	6.666667e-2	rs11741861,rs6752107	ATG16L1,IRGM
