DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2022-09-12	35851147	Adewuyi EO	2022-07-18	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/35851147	A large-scale genome-wide cross-trait analysis reveals shared genetic architecture between Alzheimer's disease and gastrointestinal tract disorders.	Alzheimer's disease or gastroesophageal reflux disease	71,880 European ancestry Alzheimer's disease or AD-by-proxy cases, 71,522 European ancestry GERD cases, up to 644,457 European ancestry controls	NA	6q23.2	6	133247013		EYA4			ENSG00000112319			rs511490-T	rs511490	0	511490	intron_variant	0	NR	5E-6	5.301029995663981				NR [NR]	N	Alzheimer disease, gastroesophageal reflux disease	http://purl.obolibrary.org/obo/MONDO_0004975, http://www.ebi.ac.uk/efo/EFO_0003948	GCST90134603	Genome-wide genotyping array
2022-09-12	35851147	Adewuyi EO	2022-07-18	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/35851147	A large-scale genome-wide cross-trait analysis reveals shared genetic architecture between Alzheimer's disease and gastrointestinal tract disorders.	Alzheimer's disease or gastroesophageal reflux disease	71,880 European ancestry Alzheimer's disease or AD-by-proxy cases, 71,522 European ancestry GERD cases, up to 644,457 European ancestry controls	NA	18q12.2	18	38957081		RPL12P40 - RN7SKP182	ENSG00000243516	ENSG00000222704		1283905	58966	rs113701968-A	rs113701968	0	113701968	intergenic_variant	1	NR	5E-6	5.301029995663981				NR [NR]	N	Alzheimer disease, gastroesophageal reflux disease	http://purl.obolibrary.org/obo/MONDO_0004975, http://www.ebi.ac.uk/efo/EFO_0003948	GCST90134603	Genome-wide genotyping array
2022-09-12	35851147	Adewuyi EO	2022-07-18	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/35851147	A large-scale genome-wide cross-trait analysis reveals shared genetic architecture between Alzheimer's disease and gastrointestinal tract disorders.	Alzheimer's disease or gastroesophageal reflux disease	71,880 European ancestry Alzheimer's disease or AD-by-proxy cases, 71,522 European ancestry GERD cases, up to 644,457 European ancestry controls	NA	1q31.1	1	187094861		LINC01036			ENSG00000230426			rs10798083-C	rs10798083	0	10798083	intergenic_variant	0	NR	6E-6	5.221848749616356				NR [NR]	N	Alzheimer disease, gastroesophageal reflux disease	http://purl.obolibrary.org/obo/MONDO_0004975, http://www.ebi.ac.uk/efo/EFO_0003948	GCST90134603	Genome-wide genotyping array
2022-09-12	35851147	Adewuyi EO	2022-07-18	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/35851147	A large-scale genome-wide cross-trait analysis reveals shared genetic architecture between Alzheimer's disease and gastrointestinal tract disorders.	Alzheimer's disease or gastroesophageal reflux disease	71,880 European ancestry Alzheimer's disease or AD-by-proxy cases, 71,522 European ancestry GERD cases, up to 644,457 European ancestry controls	NA	4q13.1	4	62427968		RPL21P47 - HMGN1P11	ENSG00000241344	ENSG00000248336		179198	82501	rs10008844-A	rs10008844	0	10008844	intergenic_variant	1	NR	6E-6	5.221848749616356				NR [NR]	N	Alzheimer disease, gastroesophageal reflux disease	http://purl.obolibrary.org/obo/MONDO_0004975, http://www.ebi.ac.uk/efo/EFO_0003948	GCST90134603	Genome-wide genotyping array
2022-09-12	35851147	Adewuyi EO	2022-07-18	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/35851147	A large-scale genome-wide cross-trait analysis reveals shared genetic architecture between Alzheimer's disease and gastrointestinal tract disorders.	Alzheimer's disease or gastroesophageal reflux disease	71,880 European ancestry Alzheimer's disease or AD-by-proxy cases, 71,522 European ancestry GERD cases, up to 644,457 European ancestry controls	NA	6p22.1	6	28308966		PGBD1 - SMIM15P2	ENSG00000137338	ENSG00000270326		6417	10694	rs76825012-T	rs76825012	0	76825012	intergenic_variant	1	NR	6E-6	5.221848749616356				NR [NR]	N	Alzheimer disease, gastroesophageal reflux disease	http://purl.obolibrary.org/obo/MONDO_0004975, http://www.ebi.ac.uk/efo/EFO_0003948	GCST90134603	Genome-wide genotyping array
2022-09-12	35851147	Adewuyi EO	2022-07-18	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/35851147	A large-scale genome-wide cross-trait analysis reveals shared genetic architecture between Alzheimer's disease and gastrointestinal tract disorders.	Alzheimer's disease or gastroesophageal reflux disease	71,880 European ancestry Alzheimer's disease or AD-by-proxy cases, 71,522 European ancestry GERD cases, up to 644,457 European ancestry controls	NA	18q22.3	18	72232917		LINC01899 - CBLN2	ENSG00000265352	ENSG00000141668		444724	303763	rs8084367-G	rs8084367	0	8084367	intergenic_variant	1	NR	6E-6	5.221848749616356				NR [NR]	N	Alzheimer disease, gastroesophageal reflux disease	http://purl.obolibrary.org/obo/MONDO_0004975, http://www.ebi.ac.uk/efo/EFO_0003948	GCST90134603	Genome-wide genotyping array
2022-09-12	35851147	Adewuyi EO	2022-07-18	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/35851147	A large-scale genome-wide cross-trait analysis reveals shared genetic architecture between Alzheimer's disease and gastrointestinal tract disorders.	Alzheimer's disease or gastroesophageal reflux disease	71,880 European ancestry Alzheimer's disease or AD-by-proxy cases, 71,522 European ancestry GERD cases, up to 644,457 European ancestry controls	NA	18q21.2	18	55167042		RNA5SP459 - TCF4	ENSG00000252437	ENSG00000196628		20397	55143	rs76124729-G	rs76124729	0	76124729	intergenic_variant	1	NR	6E-6	5.221848749616356				NR [NR]	N	Alzheimer disease, gastroesophageal reflux disease	http://purl.obolibrary.org/obo/MONDO_0004975, http://www.ebi.ac.uk/efo/EFO_0003948	GCST90134603	Genome-wide genotyping array
2022-09-12	35851147	Adewuyi EO	2022-07-18	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/35851147	A large-scale genome-wide cross-trait analysis reveals shared genetic architecture between Alzheimer's disease and gastrointestinal tract disorders.	Alzheimer's disease or gastroesophageal reflux disease	71,880 European ancestry Alzheimer's disease or AD-by-proxy cases, 71,522 European ancestry GERD cases, up to 644,457 European ancestry controls	NA	17p11.2	17	17812003		SREBF1			ENSG00000072310			rs2297508-C	rs2297508	0	2297508	3_prime_UTR_variant	0	NR	6E-6	5.221848749616356				NR [NR]	N	Alzheimer disease, gastroesophageal reflux disease	http://purl.obolibrary.org/obo/MONDO_0004975, http://www.ebi.ac.uk/efo/EFO_0003948	GCST90134603	Genome-wide genotyping array
2022-09-12	35851147	Adewuyi EO	2022-07-18	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/35851147	A large-scale genome-wide cross-trait analysis reveals shared genetic architecture between Alzheimer's disease and gastrointestinal tract disorders.	Alzheimer's disease or gastroesophageal reflux disease	71,880 European ancestry Alzheimer's disease or AD-by-proxy cases, 71,522 European ancestry GERD cases, up to 644,457 European ancestry controls	NA	5q21.1	5	103269900		MACIR			ENSG00000181751			rs366437-T	rs366437	0	366437	intron_variant	0	NR	6E-6	5.221848749616356				NR [NR]	N	Alzheimer disease, gastroesophageal reflux disease	http://purl.obolibrary.org/obo/MONDO_0004975, http://www.ebi.ac.uk/efo/EFO_0003948	GCST90134603	Genome-wide genotyping array
2022-09-12	35851147	Adewuyi EO	2022-07-18	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/35851147	A large-scale genome-wide cross-trait analysis reveals shared genetic architecture between Alzheimer's disease and gastrointestinal tract disorders.	Alzheimer's disease or gastroesophageal reflux disease	71,880 European ancestry Alzheimer's disease or AD-by-proxy cases, 71,522 European ancestry GERD cases, up to 644,457 European ancestry controls	NA	7p21.3	7	12163271		THSD7A - TMEM106B	ENSG00000005108	ENSG00000106460		331073	47999	rs79221452-C	rs79221452	0	79221452	intergenic_variant	1	NR	6E-6	5.221848749616356				NR [NR]	N	Alzheimer disease, gastroesophageal reflux disease	http://purl.obolibrary.org/obo/MONDO_0004975, http://www.ebi.ac.uk/efo/EFO_0003948	GCST90134603	Genome-wide genotyping array
2022-09-12	35851147	Adewuyi EO	2022-07-18	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/35851147	A large-scale genome-wide cross-trait analysis reveals shared genetic architecture between Alzheimer's disease and gastrointestinal tract disorders.	Alzheimer's disease or gastroesophageal reflux disease	71,880 European ancestry Alzheimer's disease or AD-by-proxy cases, 71,522 European ancestry GERD cases, up to 644,457 European ancestry controls	NA	17q21.32	17	49238897		FLJ40194			ENSG00000177369			rs850522-G	rs850522	0	850522	intergenic_variant	0	NR	1E-6	6.0				NR [NR]	N	Alzheimer disease, gastroesophageal reflux disease	http://purl.obolibrary.org/obo/MONDO_0004975, http://www.ebi.ac.uk/efo/EFO_0003948	GCST90134603	Genome-wide genotyping array
2022-09-12	35851147	Adewuyi EO	2022-07-18	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/35851147	A large-scale genome-wide cross-trait analysis reveals shared genetic architecture between Alzheimer's disease and gastrointestinal tract disorders.	Alzheimer's disease or gastroesophageal reflux disease	71,880 European ancestry Alzheimer's disease or AD-by-proxy cases, 71,522 European ancestry GERD cases, up to 644,457 European ancestry controls	NA	2q36.3	2	229116897		PID1			ENSG00000153823			rs10490031-T	rs10490031	0	10490031	intron_variant	0	NR	1E-6	6.0				NR [NR]	N	Alzheimer disease, gastroesophageal reflux disease	http://purl.obolibrary.org/obo/MONDO_0004975, http://www.ebi.ac.uk/efo/EFO_0003948	GCST90134603	Genome-wide genotyping array
2022-09-12	35851147	Adewuyi EO	2022-07-18	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/35851147	A large-scale genome-wide cross-trait analysis reveals shared genetic architecture between Alzheimer's disease and gastrointestinal tract disorders.	Alzheimer's disease or gastroesophageal reflux disease	71,880 European ancestry Alzheimer's disease or AD-by-proxy cases, 71,522 European ancestry GERD cases, up to 644,457 European ancestry controls	NA	15q24.3	15	76963789		RCN2 - RN7SL278P	ENSG00000117906	ENSG00000243365		9396	13126	rs2469204-G	rs2469204	0	2469204	regulatory_region_variant	1	NR	1E-6	6.0				NR [NR]	N	Alzheimer disease, gastroesophageal reflux disease	http://purl.obolibrary.org/obo/MONDO_0004975, http://www.ebi.ac.uk/efo/EFO_0003948	GCST90134603	Genome-wide genotyping array
2022-09-12	35851147	Adewuyi EO	2022-07-18	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/35851147	A large-scale genome-wide cross-trait analysis reveals shared genetic architecture between Alzheimer's disease and gastrointestinal tract disorders.	Alzheimer's disease or gastroesophageal reflux disease	71,880 European ancestry Alzheimer's disease or AD-by-proxy cases, 71,522 European ancestry GERD cases, up to 644,457 European ancestry controls	NA	6q12	6	68915605		ADGRB3			ENSG00000135298			rs79971615-T	rs79971615	0	79971615	intron_variant	0	NR	1E-6	6.0				NR [NR]	N	Alzheimer disease, gastroesophageal reflux disease	http://purl.obolibrary.org/obo/MONDO_0004975, http://www.ebi.ac.uk/efo/EFO_0003948	GCST90134603	Genome-wide genotyping array
2022-09-12	35851147	Adewuyi EO	2022-07-18	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/35851147	A large-scale genome-wide cross-trait analysis reveals shared genetic architecture between Alzheimer's disease and gastrointestinal tract disorders.	Alzheimer's disease or gastroesophageal reflux disease	71,880 European ancestry Alzheimer's disease or AD-by-proxy cases, 71,522 European ancestry GERD cases, up to 644,457 European ancestry controls	NA	4p15.2	4	23511134		GBA3 - RFPL4AP3	ENSG00000249948	ENSG00000251220		691559	3806	rs11736765-A	rs11736765	0	11736765	intergenic_variant	1	NR	1E-6	6.0				NR [NR]	N	Alzheimer disease, gastroesophageal reflux disease	http://purl.obolibrary.org/obo/MONDO_0004975, http://www.ebi.ac.uk/efo/EFO_0003948	GCST90134603	Genome-wide genotyping array
2022-09-12	35851147	Adewuyi EO	2022-07-18	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/35851147	A large-scale genome-wide cross-trait analysis reveals shared genetic architecture between Alzheimer's disease and gastrointestinal tract disorders.	Alzheimer's disease or gastroesophageal reflux disease	71,880 European ancestry Alzheimer's disease or AD-by-proxy cases, 71,522 European ancestry GERD cases, up to 644,457 European ancestry controls	NA	11p13	11	32288283		THEM7P - WT1	ENSG00000227160	ENSG00000184937		33888	99492	rs116949260-T	rs116949260	0	116949260	intergenic_variant	1	NR	1E-6	6.0				NR [NR]	N	Alzheimer disease, gastroesophageal reflux disease	http://purl.obolibrary.org/obo/MONDO_0004975, http://www.ebi.ac.uk/efo/EFO_0003948	GCST90134603	Genome-wide genotyping array
2022-09-12	35851147	Adewuyi EO	2022-07-18	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/35851147	A large-scale genome-wide cross-trait analysis reveals shared genetic architecture between Alzheimer's disease and gastrointestinal tract disorders.	Alzheimer's disease or gastroesophageal reflux disease	71,880 European ancestry Alzheimer's disease or AD-by-proxy cases, 71,522 European ancestry GERD cases, up to 644,457 European ancestry controls	NA	15q14	15	36699579		CDIN1			ENSG00000186073			rs11633890-T	rs11633890	0	11633890	intron_variant	0	NR	1E-6	6.0				NR [NR]	N	Alzheimer disease, gastroesophageal reflux disease	http://purl.obolibrary.org/obo/MONDO_0004975, http://www.ebi.ac.uk/efo/EFO_0003948	GCST90134603	Genome-wide genotyping array
2022-09-12	35851147	Adewuyi EO	2022-07-18	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/35851147	A large-scale genome-wide cross-trait analysis reveals shared genetic architecture between Alzheimer's disease and gastrointestinal tract disorders.	Alzheimer's disease or gastroesophageal reflux disease	71,880 European ancestry Alzheimer's disease or AD-by-proxy cases, 71,522 European ancestry GERD cases, up to 644,457 European ancestry controls	NA	3p21.31	3	49840645		TRAIP			ENSG00000183763			rs2271960-C	rs2271960	0	2271960	intron_variant	0	NR	1E-6	6.0				NR [NR]	N	Alzheimer disease, gastroesophageal reflux disease	http://purl.obolibrary.org/obo/MONDO_0004975, http://www.ebi.ac.uk/efo/EFO_0003948	GCST90134603	Genome-wide genotyping array
2022-09-12	35851147	Adewuyi EO	2022-07-18	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/35851147	A large-scale genome-wide cross-trait analysis reveals shared genetic architecture between Alzheimer's disease and gastrointestinal tract disorders.	Alzheimer's disease or gastroesophageal reflux disease	71,880 European ancestry Alzheimer's disease or AD-by-proxy cases, 71,522 European ancestry GERD cases, up to 644,457 European ancestry controls	NA	16p12.3	16	19783025		IQCK			ENSG00000174628			rs13337451-A	rs13337451	0	13337451	intron_variant	0	NR	1E-6	6.0				NR [NR]	N	Alzheimer disease, gastroesophageal reflux disease	http://purl.obolibrary.org/obo/MONDO_0004975, http://www.ebi.ac.uk/efo/EFO_0003948	GCST90134603	Genome-wide genotyping array
